Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Emil Andrae,20232024,PHI,L,D,4,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,13:00,--,2002-02-23,Vastervik,--,SWE,SWE,69,189,2020,2,54,20232024,N,Regular Season
Tyler Angle,20232024,CBJ,L,C,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,8:20,33.3,2000-09-30,Niagara Falls,ON,CAN,CAN,70,166,2019,7,212,20222023,N,Regular Season
Mason Appleton,20232024,WPG,R,C,82,14,22,36,16,26,0.44,11,32,2,2,1,2,0,2,122,11.5,16:03,52.9,1996-01-15,Green Bay,WI,USA,USA,74,194,2015,6,168,20182019,N,Regular Season
Joel Armia,20232024,MTL,R,R,66,17,8,25,4,34,0.38,15,23,0,0,2,2,0,3,139,12.2,15:33,31.3,1993-05-31,Pori,--,FIN,FIN,75,216,2011,1,16,20142015,N,Regular Season
Viktor Arvidsson,20232024,LAK,R,L,18,6,9,15,4,14,0.83,5,10,1,5,0,0,0,1,59,10.2,16:42,33.3,1993-04-08,Skelleftea,--,SWE,SWE,70,185,2014,4,112,20142015,N,Regular Season
Zach Aston-Reese,20232024,DET,L,C,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5:09,--,1994-08-10,Staten Island,NY,USA,USA,73,200,--,--,--,20172018,N,Regular Season
Andreas Athanasiou,20232024,CHI,L,C,28,2,7,9,-7,7,0.32,2,7,0,2,0,0,0,0,44,4.6,13:06,46.3,1994-08-06,Woodbridge,ON,CAN,CAN,74,190,2012,4,110,20152016,N,Regular Season
Cam Atkinson,20232024,PHI,R,R,70,13,15,28,-22,27,0.4,11,22,2,6,0,0,0,3,175,7.4,15:57,48,1989-06-05,Riverside,CT,USA,USA,68,178,2008,6,157,20112012,N,Regular Season
Ronnie Attard,20232024,PHI,R,D,12,0,2,2,1,6,0.17,0,2,0,0,0,0,0,0,14,0,15:23,--,1999-03-20,White Lake,MI,USA,USA,75,208,2019,3,72,20212022,N,Regular Season
Nicolas Aube-Kubel,20232024,WSH,R,R,60,6,10,16,4,23,0.27,6,16,0,0,0,0,0,0,58,10.3,12:12,33.3,1996-05-10,Slave Lake,AB,CAN,CAN,72,213,2014,2,48,20182019,N,Regular Season
Mikael Backlund,20232024,CGY,L,C,82,15,24,39,-4,24,0.48,12,34,2,3,1,2,0,2,209,7.2,19:14,50.3,1989-03-17,Vasteras,--,SWE,SWE,72,206,2007,1,24,20082009,N,Regular Season
Nicklas Backstrom,20232024,WSH,L,C,8,0,1,1,-3,2,0.13,0,1,0,0,0,0,0,0,12,0,14:34,52.4,1987-11-23,Gavle,--,SWE,SWE,73,202,2006,1,4,20072008,N,Regular Season
Kevin Bahl,20232024,NJD,L,D,82,1,10,11,1,82,0.13,1,11,0,0,0,0,0,1,63,1.6,17:24,--,2000-06-27,New Westminster,BC,CAN,CAN,78,230,2018,2,55,20202021,N,Regular Season
Justin Bailey,20232024,SJS,R,R,59,5,9,14,-15,6,0.24,5,13,0,1,0,0,0,0,70,7.1,11:17,35.3,1995-07-01,Buffalo,NY,USA,USA,76,214,2013,2,52,20152016,N,Regular Season
Arshdeep Bains,20232024,VAN,L,L,8,0,0,0,-5,6,0,0,0,0,0,0,0,0,0,4,0,11:48,0,2001-01-09,Surrey,BC,CAN,CAN,72,184,--,--,--,20232024,N,Regular Season
Uvis Balinskis,20232024,FLA,L,D,26,1,2,3,0,8,0.12,1,3,0,0,0,0,0,0,22,4.6,14:06,--,1996-08-01,Ventspils,--,LVA,LVA,72,196,--,--,--,20232024,N,Regular Season
Alexander Barabanov,20232024,SJS,L,L,46,4,9,13,-24,12,0.28,4,11,0,2,0,0,0,0,67,6,15:52,40,1994-06-17,St. Petersburg,--,RUS,RUS,70,195,--,--,--,20202021,N,Regular Season
Ivan Barbashev,20232024,VGK,L,C,82,19,26,45,15,42,0.55,16,40,3,5,0,0,0,3,122,15.6,16:07,42.5,1995-12-14,Moscow,--,RUS,RUS,72,203,2014,2,33,20162017,N,Regular Season
Aleksander Barkov,20232024,FLA,L,C,73,23,57,80,33,24,1.1,18,49,5,29,0,2,0,4,193,11.9,19:38,57.3,1995-09-02,Tampere,--,FIN,FIN,75,214,2013,1,2,20132014,N,Regular Season
Tyson Barrie,20232024,NSH,R,D,41,1,14,15,-10,16,0.37,1,9,0,6,0,0,0,0,65,1.5,18:19,--,1991-07-26,Victoria,BC,CAN,CAN,71,197,2009,3,64,20112012,N,Regular Season
Justin Barron,20232024,MTL,R,D,48,7,6,13,-3,16,0.27,6,12,1,1,0,0,1,1,60,11.7,18:38,--,2001-11-15,Halifax,NS,CAN,CAN,74,198,2020,1,25,20212022,N,Regular Season
Morgan Barron,20232024,WPG,L,C,80,11,7,18,10,23,0.23,11,17,0,1,0,0,0,3,94,11.7,10:30,46.3,1998-12-02,Halifax,NS,CAN,CAN,76,220,2017,6,174,20202021,N,Regular Season
Alex Barré-Boulet,20232024,TBL,L,C,36,6,3,9,-9,10,0.25,4,7,2,2,0,0,0,0,46,13,11:11,50,1997-05-21,Montmagny,QC,CAN,CAN,70,178,--,--,--,20202021,N,Regular Season
Mathew Barzal,20232024,NYI,R,C,80,23,57,80,-4,34,1,18,55,5,25,0,0,2,4,240,9.6,20:08,43,1997-05-26,Coquitlam,BC,CAN,CAN,73,190,2015,1,16,20162017,N,Regular Season
Nathan Bastian,20232024,NJD,R,R,54,5,7,12,-10,32,0.22,5,12,0,0,0,0,0,1,57,8.8,10:10,51.9,1997-12-06,Kitchener,ON,CAN,CAN,76,205,2016,2,41,20182019,N,Regular Season
Drake Batherson,20232024,OTT,R,R,82,28,38,66,-9,42,0.8,21,44,7,22,0,0,1,4,196,14.3,18:10,40.9,1998-04-27,Fort Wayne,IN,USA,CAN,75,200,2017,4,121,20182019,N,Regular Season
Jake Bean,20232024,CBJ,L,D,72,4,9,13,-10,32,0.18,4,13,0,0,0,0,0,0,76,5.3,16:20,--,1998-06-09,Calgary,AB,CAN,CAN,73,191,2016,1,13,20182019,N,Regular Season
Ethan Bear,20232024,WSH,R,D,24,1,3,4,-5,10,0.17,1,4,0,0,0,0,0,1,24,4.2,14:54,--,1997-06-26,Regina,SK,CAN,CAN,71,197,2015,5,124,20172018,N,Regular Season
Anthony Beauvillier,20232024,"VAN,CHI,NSH",L,L,60,5,12,17,-8,8,0.28,3,13,2,4,0,0,0,0,105,4.8,13:35,51.3,1997-06-08,Sorel-Tracy,QC,CAN,CAN,71,180,2015,1,28,20162017,N,Regular Season
Adam Beckman,20232024,MIN,L,L,11,0,2,2,-2,12,0.18,0,2,0,0,0,0,0,0,10,0,9:24,--,2001-05-10,Saskatoon,SK,CAN,CAN,74,182,2019,3,75,20212022,N,Regular Season
Connor Bedard,20232024,CHI,R,C,68,22,39,61,-44,28,0.9,18,40,4,21,0,0,1,2,206,10.7,19:47,38.9,2005-07-17,North Vancouver,BC,CAN,CAN,70,185,2023,1,1,20232024,N,Regular Season
John Beecher,20232024,BOS,L,C,52,7,3,10,-6,24,0.19,7,10,0,0,0,0,0,1,38,18.4,10:37,54.6,2001-04-05,Elmira,NY,USA,USA,75,220,2019,1,30,20232024,N,Regular Season
Pierre-Edouard Bellemare,20232024,SEA,L,L,40,4,3,7,4,6,0.18,3,6,0,0,1,1,0,0,36,11.1,9:50,53.5,1985-03-06,Le Blanc-Mesnil,--,FRA,FRA,71,198,--,--,--,20142015,N,Regular Season
Louie Belpedio,20232024,PHI,R,D,12,2,2,4,6,0,0.33,2,4,0,0,0,0,0,1,12,16.7,13:12,--,1996-05-14,Skokie,IL,USA,USA,71,197,2014,3,80,20172018,N,Regular Season
Emil Bemstrom,20232024,"CBJ,PIT",R,C,56,8,8,16,-5,12,0.29,4,11,4,5,0,0,0,1,83,9.6,11:08,37.5,1999-06-01,Nykoping,--,SWE,SWE,72,190,2017,4,117,20192020,N,Regular Season
Matty Beniers,20232024,SEA,L,C,77,15,22,37,-11,20,0.48,9,24,6,13,0,0,0,1,133,11.3,17:58,47.4,2002-11-05,Hingham,MA,USA,USA,74,181,2021,1,2,20212022,N,Regular Season
Jamie Benn,20232024,DAL,L,L,82,21,39,60,8,41,0.73,13,35,7,22,1,3,0,3,164,12.8,15:07,61.2,1989-07-18,Victoria,BC,CAN,CAN,75,206,2007,5,129,20092010,N,Regular Season
Sam Bennett,20232024,FLA,L,C,69,20,21,41,17,100,0.59,15,29,5,12,0,0,0,2,171,11.7,16:37,45.5,1996-06-20,Holland Landing,ON,CAN,CAN,73,193,2014,1,4,20142015,N,Regular Season
Matthew Benning,20232024,SJS,R,D,14,0,2,2,-5,14,0.14,0,2,0,0,0,0,0,0,13,0,18:29,--,1994-05-25,Edmonton,AB,CAN,CAN,73,203,2012,6,175,20162017,N,Regular Season
Simon Benoit,20232024,TOR,L,D,64,1,4,5,7,56,0.08,1,5,0,0,0,0,0,0,52,1.9,17:14,--,1998-09-19,Laval,QC,CAN,CAN,76,211,--,--,--,20202021,N,Regular Season
Zach Benson,20232024,BUF,L,L,71,11,19,30,-3,36,0.42,11,28,0,2,0,0,0,1,98,11.2,14:31,29.4,2005-05-12,Chilliwack,BC,CAN,CAN,70,170,2023,1,13,20232024,N,Regular Season
Jonatan Berggren,20232024,DET,L,R,12,2,4,6,-1,2,0.5,2,6,0,0,0,0,0,0,14,14.3,10:52,--,2000-07-16,Uppsala,--,SWE,SWE,71,197,2018,2,33,20222023,N,Regular Season
Jacob Bernard-Docker,20232024,OTT,R,D,72,4,10,14,-7,25,0.19,4,13,0,0,0,1,0,0,51,7.8,15:42,--,2000-06-30,Canmore,AB,CAN,CAN,73,198,2018,1,26,20202021,N,Regular Season
Tyler Bertuzzi,20232024,TOR,L,L,80,21,22,43,2,53,0.54,16,37,5,6,0,0,0,2,160,13.1,16:03,30.8,1995-02-24,Sudbury,ON,CAN,CAN,74,200,2013,2,58,20162017,N,Regular Season
Brandon Biro,20232024,BUF,L,L,5,2,0,2,0,0,0.4,2,2,0,0,0,0,0,0,2,100,10:51,47.8,1998-03-11,Sherwood Park,AB,CAN,CAN,71,170,--,--,--,20212022,N,Regular Season
Oliver Bjorkstrand,20232024,SEA,R,R,82,20,39,59,-20,12,0.72,12,34,8,25,0,0,0,3,186,10.8,16:11,32.1,1995-04-10,Herning,--,DNK,DNK,72,175,2013,3,89,20152016,N,Regular Season
Tobias Bjornfot,20232024,"LAK,VGK,FLA",L,D,4,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,1,0,13:49,--,2001-04-06,Upplands Vasby,--,SWE,SWE,72,200,2019,1,22,20192020,N,Regular Season
Nick Bjugstad,20232024,ARI,R,C,76,22,23,45,11,59,0.59,19,38,2,6,1,1,1,2,165,13.3,17:27,49.2,1992-07-17,Minneapolis,MN,USA,USA,77,205,2010,1,19,20122013,N,Regular Season
Colin Blackwell,20232024,CHI,R,C,44,8,4,12,-2,10,0.27,7,11,1,1,0,0,0,2,88,9.1,14:30,45.7,1993-03-28,North Andover,MA,USA,USA,68,190,2011,7,194,20182019,N,Regular Season
Sammy Blais,20232024,STL,L,L,53,1,6,7,-11,31,0.13,1,7,0,0,0,0,0,0,33,3,9:41,22.2,1996-06-17,Montmagny,QC,CAN,CAN,74,206,2014,6,176,20172018,N,Regular Season
Jackson Blake,20232024,CAR,R,R,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,2,0,15:18,--,2003-08-03,Fargo,ND,USA,USA,71,178,2021,4,109,20232024,N,Regular Season
Nick Blankenburg,20232024,CBJ,R,D,12,1,0,1,1,4,0.08,1,1,0,0,0,0,0,0,10,10,16:13,--,1998-05-12,Washington,MI,USA,USA,69,177,--,--,--,20212022,N,Regular Season
Anton Blidh,20232024,NYR,L,L,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,1,0,5:21,--,1995-03-14,Molnlycke,--,SWE,SWE,73,196,2013,6,180,20162017,N,Regular Season
Teddy Blueger,20232024,VAN,L,C,68,6,22,28,4,31,0.41,4,24,0,0,2,4,0,0,97,6.2,14:56,53.1,1994-08-15,Riga,--,LVA,LVA,72,185,2012,2,52,20182019,N,Regular Season
Brock Boeser,20232024,VAN,R,R,81,40,33,73,23,14,0.9,24,48,16,25,0,0,1,4,204,19.6,18:36,52,1997-02-25,Burnsville,MN,USA,USA,73,208,2015,1,23,20162017,N,Regular Season
Zach Bogosian,20232024,"TBL,MIN",R,D,65,3,11,14,11,63,0.22,3,13,0,0,0,1,0,1,83,3.6,17:53,--,1990-07-15,Massena,NY,USA,USA,75,231,2008,1,3,20082009,N,Regular Season
Samuel Bolduc,20232024,NYI,L,D,34,2,3,5,-4,6,0.15,1,4,1,1,0,0,0,0,32,6.3,13:09,--,2000-12-09,Laval,QC,CAN,CAN,76,224,2019,2,57,20222023,N,Regular Season
Zack Bolduc,20232024,STL,L,C,25,5,4,9,0,6,0.36,5,9,0,0,0,0,0,0,38,13.2,12:01,50,2003-02-24,Trois-Rivières,QC,CAN,CAN,72,187,2021,1,17,20232024,N,Regular Season
Matt Boldy,20232024,MIN,L,L,75,29,40,69,5,48,0.92,19,44,10,25,0,0,1,7,227,12.8,18:55,42.1,2001-04-05,Milford,MA,USA,USA,74,201,2019,1,12,20212022,N,Regular Season
Nick Bonino,20232024,NYR,L,C,45,1,4,5,-12,8,0.11,1,5,0,0,0,0,0,0,31,3.2,12:15,51,1988-04-20,Hartford,CT,USA,USA,73,198,2007,6,173,20092010,N,Regular Season
Adam Boqvist,20232024,CBJ,R,D,35,1,9,10,-8,0,0.29,1,6,0,4,0,0,0,0,45,2.2,18:17,--,2000-08-15,Falun,--,SWE,SWE,72,191,2018,1,8,20192020,N,Regular Season
Jesper Boqvist,20232024,BOS,L,C,47,6,8,14,12,8,0.3,6,14,0,0,0,0,1,1,51,11.8,11:09,35.7,1998-10-30,Falun,--,SWE,SWE,73,190,2017,2,36,20192020,N,Regular Season
Thomas Bordeleau,20232024,SJS,L,C,27,6,5,11,-18,18,0.41,2,4,4,7,0,0,0,1,48,12.5,15:01,52.8,2002-01-03,Houston,TX,USA,USA,70,175,2020,2,38,20212022,N,Regular Season
Will Borgen,20232024,SEA,R,D,82,3,22,25,-5,65,0.3,3,25,0,0,0,0,0,0,97,3.1,17:35,--,1996-12-19,Moorhead,MN,USA,USA,75,204,2015,4,92,20182019,N,Regular Season
Robert Bortuzzo,20232024,"STL,NYI",R,D,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,11,0,13:44,--,1989-03-18,Thunder Bay,ON,CAN,CAN,76,206,2007,3,78,20112012,N,Regular Season
Evan Bouchard,20232024,EDM,R,D,81,18,64,82,34,32,1.01,10,47,8,35,0,0,2,7,220,8.2,23:00,--,1999-10-20,Oakville,ON,CAN,CAN,75,192,2018,1,10,20182019,N,Regular Season
Mavrik Bourque,20232024,DAL,R,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10:56,33.3,2002-01-08,Plessisville,QC,CAN,CAN,71,181,2020,1,30,20232024,N,Regular Season
Shane Bowers,20232024,NJD,L,C,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,9:27,31.8,1999-07-30,Halifax,NS,CAN,CAN,74,186,2017,1,28,20222023,N,Regular Season
Travis Boyd,20232024,ARI,R,C,16,2,6,8,3,2,0.5,2,8,0,0,0,0,0,1,12,16.7,9:37,53.5,1993-09-14,Hopkins,MN,USA,USA,72,190,2011,6,177,20172018,N,Regular Season
Erik Brannstrom,20232024,OTT,L,D,76,3,17,20,5,36,0.26,3,19,0,0,0,1,0,0,77,3.9,16:35,--,1999-09-02,Eksjo,--,SWE,SWE,70,185,2017,1,15,20182019,N,Regular Season
Jesper Bratt,20232024,NJD,L,L,82,27,56,83,-6,12,1.01,20,55,7,27,0,1,0,7,248,10.9,19:18,36.4,1998-07-30,Stockholm,--,SWE,SWE,70,175,2016,6,162,20172018,N,Regular Season
Justin Brazeau,20232024,BOS,R,R,19,5,2,7,4,2,0.37,3,5,2,2,0,0,0,1,31,16.1,11:07,30,1998-02-02,New Liskeard,ON,CAN,CAN,78,227,--,--,--,20232024,N,Regular Season
Gavin Brindley,20232024,CBJ,R,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,12:20,--,2004-10-05,Fort Myers,FL,USA,USA,68,173,2023,2,34,20232024,N,Regular Season
Bobby Brink,20232024,PHI,R,R,57,11,12,23,1,10,0.4,8,18,3,5,0,0,0,2,81,13.6,13:48,57.1,2001-07-08,Minnetonka,MN,USA,USA,68,169,2019,2,34,20212022,N,Regular Season
Brendan Brisson,20232024,VGK,L,C,15,2,6,8,-5,2,0.53,1,6,1,2,0,0,0,1,20,10,12:20,50,2001-10-22,Los Angeles,CA,USA,USA,72,198,2020,1,29,20232024,N,Regular Season
Philip Broberg,20232024,EDM,L,D,12,0,2,2,-3,0,0.17,0,1,0,1,0,0,0,0,6,0,11:37,--,2001-06-25,Orebro,--,SWE,SWE,76,212,2019,1,8,20212022,N,Regular Season
TJ Brodie,20232024,TOR,L,D,78,1,25,26,17,40,0.33,1,26,0,0,0,0,0,0,52,1.9,21:43,--,1990-06-07,Chatham,ON,CAN,CAN,74,187,2008,4,114,20102011,N,Regular Season
Jonas Brodin,20232024,MIN,L,D,62,7,20,27,22,16,0.44,7,26,0,1,0,0,0,1,117,6,23:22,--,1993-07-12,Karlstad,--,SWE,SWE,74,196,2011,1,10,20122013,N,Regular Season
Jonny Brodzinski,20232024,NYR,R,C,57,6,13,19,-3,8,0.33,5,17,1,2,0,0,0,2,89,6.7,11:08,50.2,1993-06-19,Ham Lake,MN,USA,USA,72,211,2013,5,148,20162017,N,Regular Season
Connor Brown,20232024,EDM,R,R,71,4,8,12,-8,10,0.17,4,12,0,0,0,0,0,0,108,3.7,12:48,41.5,1994-01-14,Toronto,ON,CAN,CAN,72,184,2012,6,156,20152016,N,Regular Season
Joshua Brown,20232024,ARI,R,D,51,3,7,10,2,75,0.2,3,10,0,0,0,0,0,1,44,6.8,14:45,--,1994-01-21,London,ON,CAN,CAN,77,220,2013,6,152,20182019,N,Regular Season
Patrick Brown,20232024,BOS,R,C,11,0,1,1,-3,2,0.09,0,1,0,0,0,0,0,0,7,0,8:50,45.5,1992-05-29,Bloomfield Hills,MI,USA,USA,73,218,--,--,--,20142015,N,Regular Season
Jacob Bryson,20232024,BUF,L,D,36,1,7,8,5,8,0.22,1,8,0,0,0,0,0,0,15,6.7,14:41,--,1997-11-18,London,ON,CAN,CAN,69,177,2017,4,99,20202021,N,Regular Season
Pavel Buchnevich,20232024,STL,L,L,80,27,36,63,3,48,0.79,17,42,8,18,2,3,2,5,207,13,19:49,37.4,1995-04-17,Cherepovets,--,RUS,RUS,73,196,2013,3,75,20162017,N,Regular Season
Michael Bunting,20232024,"CAR,PIT",L,L,81,19,36,55,-19,57,0.68,12,34,7,21,0,0,0,3,168,11.3,15:41,30.4,1995-09-17,Scarborough,ON,CAN,CAN,72,186,2014,4,117,20182019,N,Regular Season
Andre Burakovsky,20232024,SEA,L,L,49,7,9,16,-15,14,0.33,2,7,5,9,0,0,0,1,92,7.6,14:34,50,1995-02-09,Klagenfurt,--,AUT,SWE,75,203,2013,1,23,20142015,N,Regular Season
Callahan Burke,20232024,CAR,R,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,7:06,--,1997-03-19,Boxborough,MA,USA,USA,70,183,--,--,--,20222023,N,Regular Season
Brent Burns,20232024,CAR,R,D,82,10,33,43,19,20,0.52,5,22,4,20,1,1,0,0,185,5.4,21:30,--,1985-03-09,Barrie,ON,CAN,CAN,77,228,2003,1,20,20032004,N,Regular Season
Kyle Burroughs,20232024,SJS,R,D,73,2,6,8,-42,71,0.11,2,7,0,1,0,0,0,1,79,2.5,19:09,--,1995-07-12,Vancouver,BC,CAN,CAN,72,193,2013,7,196,20202021,N,Regular Season
Cameron Butler,20232024,CBJ,R,R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0:54,--,2002-06-09,Ottawa,ON,CAN,CAN,76,215,--,--,--,20232024,N,Regular Season
Quinton Byfield,20232024,LAK,L,R,80,20,35,55,19,42,0.69,14,41,6,14,0,0,0,4,161,12.4,16:29,45.6,2002-08-19,Newmarket,ON,CAN,CAN,77,225,2020,1,2,20202021,N,Regular Season
Bowen Byram,20232024,"COL,BUF",L,D,73,11,18,29,0,53,0.4,11,28,0,1,0,0,0,0,84,13.1,20:21,--,2001-06-13,Cranbrook,BC,CAN,CAN,73,205,2019,1,4,20202021,N,Regular Season
Michael Carcone,20232024,ARI,L,L,74,21,8,29,-2,35,0.39,19,26,1,2,1,1,0,4,111,18.9,11:16,30.8,1996-05-19,Ajax,ON,CAN,CAN,69,182,--,--,--,20212022,N,Regular Season
Declan Carlile,20232024,TBL,L,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,--,11:27,--,2000-05-18,Hartland,MI,USA,USA,75,192,--,--,--,20232024,N,Regular Season
Brandon Carlo,20232024,BOS,R,D,76,4,10,14,23,42,0.18,4,14,0,0,0,0,0,1,79,5.1,19:54,--,1996-11-26,Colorado Springs,CO,USA,USA,77,220,2015,2,37,20162017,N,Regular Season
John Carlson,20232024,WSH,R,D,82,10,42,52,-7,40,0.63,4,31,6,21,0,0,0,5,176,5.7,25:54,--,1990-01-10,Natick,MA,USA,USA,75,215,2008,1,27,20092010,N,Regular Season
Leo Carlsson,20232024,ANA,L,C,55,12,17,29,-11,16,0.53,8,20,4,9,0,0,0,0,109,11,18:07,34.8,2004-12-26,Karlstad,--,SWE,SWE,75,203,2023,1,2,20232024,N,Regular Season
Ryan Carpenter,20232024,SJS,R,C,62,5,7,12,-16,6,0.19,5,12,0,0,0,0,0,0,58,8.6,11:06,47.8,1991-01-18,Oviedo,FL,USA,USA,73,198,--,--,--,20152016,N,Regular Season
Sam Carrick,20232024,"ANA,EDM",R,C,77,10,6,16,-11,102,0.21,7,13,1,1,2,2,0,0,92,10.9,12:13,53.4,1992-02-04,Markham,ON,CAN,CAN,72,202,2010,5,144,20142015,N,Regular Season
Alexandre Carrier,20232024,NSH,R,D,73,4,16,20,7,44,0.27,3,18,0,1,1,1,0,2,77,5.2,18:48,--,1996-10-08,Quebec City,QC,CAN,CAN,71,174,2015,4,115,20162017,N,Regular Season
William Carrier,20232024,VGK,L,L,39,6,2,8,3,16,0.21,6,8,0,0,0,0,0,0,65,9.2,11:10,46.7,1994-12-20,LaSalle,QC,CAN,CAN,74,220,2013,2,57,20162017,N,Regular Season
Jeff Carter,20232024,PIT,R,C,72,11,4,15,-7,12,0.21,5,9,4,4,2,2,0,4,90,12.2,12:34,62.5,1985-01-01,London,ON,CAN,CAN,75,219,2003,1,11,20052006,N,Regular Season
Noah Cates,20232024,PHI,L,L,59,6,12,18,-8,0,0.31,6,16,0,0,0,2,0,1,78,7.7,13:48,44.6,1999-02-05,Stillwater,MN,USA,USA,74,194,2017,5,137,20212022,N,Regular Season
Cole Caufield,20232024,MTL,R,R,82,28,37,65,-4,16,0.79,19,44,9,21,0,0,3,7,314,8.9,19:25,43.8,2001-01-02,Mosinee,WI,USA,USA,68,175,2019,1,15,20202021,N,Regular Season
Cody Ceci,20232024,EDM,R,D,79,5,20,25,12,14,0.32,5,24,0,0,0,1,0,0,97,5.2,20:01,--,1993-12-21,Ottawa,ON,CAN,CAN,75,210,2012,1,15,20132014,N,Regular Season
Erik Cernak,20232024,TBL,R,D,69,2,11,13,5,63,0.19,2,13,0,0,0,0,0,0,53,3.8,19:11,--,1997-05-28,Kosice,--,SVK,SVK,76,230,2015,2,43,20182019,N,Regular Season
Thomas Chabot,20232024,OTT,L,D,51,9,21,30,-3,22,0.59,8,23,1,7,0,0,0,0,118,7.6,23:03,--,1997-01-30,Sainte-Marie,QC,CAN,CAN,73,203,2015,1,18,20162017,N,Regular Season
Mitchell Chaffee,20232024,TBL,R,R,30,4,3,7,2,4,0.23,4,7,0,0,0,0,0,0,27,14.8,11:17,0,1998-01-26,Grand Rapids,MI,USA,USA,73,204,--,--,--,20212022,N,Regular Season
