Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Joshua Brown,20242025,EDM,R,D,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,--,4:54,--,1994-01-21,London,ON,CAN,CAN,77,220,2013,6,152,20192020,N,Playoffs
Pavel Buchnevich,20242025,STL,L,L,7,3,5,8,1,14,1.14,2,5,1,3,0,0,0,0,14,21.4,20:35,50,1995-04-17,Cherepovets,--,RUS,RUS,73,196,2013,3,75,20162017,N,Playoffs
Zeev Buium,20242025,MIN,L,D,4,0,1,1,-1,4,0.25,0,0,0,1,0,0,0,0,2,--,13:36,--,2005-12-07,San Diego,CA,USA,USA,72,183,2024,1,12,20242025,N,Playoffs
Brent Burns,20242025,CAR,R,D,15,1,4,5,1,10,0.33,1,3,0,2,0,0,0,0,26,3.8,22:55,--,1985-03-09,Barrie,ON,CAN,CAN,77,228,2003,1,20,20062007,N,Playoffs
Quinton Byfield,20242025,LAK,L,R,6,3,1,4,-7,2,0.67,3,4,0,0,0,0,0,0,18,16.7,22:27,43.4,2002-08-19,Newmarket,ON,CAN,CAN,77,230,2020,1,2,20212022,N,Playoffs
Oskar Bäck,20242025,DAL,L,C,11,0,2,2,-2,2,0.18,0,2,0,0,0,0,0,0,2,--,11:03,71.4,2000-03-12,Karlstad,--,SWE,SWE,76,207,2018,3,75,20242025,N,Playoffs
Brandon Carlo,20242025,TOR,R,D,13,0,0,0,-4,8,0,0,0,0,0,0,0,0,0,14,--,19:05,--,1996-11-26,Colorado Springs,CO,USA,USA,77,227,2015,2,37,20182019,N,Playoffs
John Carlson,20242025,WSH,R,D,10,1,2,3,3,2,0.3,0,1,1,2,0,0,0,1,13,7.7,24:15,--,1990-01-10,Natick,MA,USA,USA,75,220,2008,1,27,20092010,N,Playoffs
Alexandre Carrier,20242025,MTL,R,D,5,1,1,2,0,0,0.4,1,2,0,0,0,0,0,0,8,12.5,20:44,--,1996-10-08,Quebec City,QC,CAN,CAN,71,174,2015,4,115,20202021,N,Playoffs
William Carrier,20242025,CAR,L,L,15,0,0,0,1,8,0,0,0,0,0,0,0,0,0,23,--,11:39,100,1994-12-20,LaSalle,QC,CAN,CAN,74,214,2013,2,57,20172018,N,Playoffs
Seamus Casey,20242025,NJD,R,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,9:13,--,2004-01-08,Miami,FL,USA,USA,70,181,2022,2,46,20242025,N,Playoffs
Cole Caufield,20242025,MTL,R,R,5,3,1,4,-6,0,0.8,1,2,2,2,0,0,0,0,24,12.5,19:35,50,2001-01-02,Mosinee,WI,USA,USA,68,175,2019,1,15,20202021,N,Playoffs
Cody Ceci,20242025,DAL,R,D,18,0,3,3,-6,2,0.17,0,3,0,0,0,0,0,0,19,--,21:31,--,1993-12-21,Ottawa,ON,CAN,CAN,75,210,2012,1,15,20142015,N,Playoffs
Erik Cernak,20242025,TBL,R,D,5,1,0,1,1,4,0.2,1,1,0,0,0,0,0,0,14,7.1,17:56,--,1997-05-28,Kosice,--,SVK,SVK,76,230,2015,2,43,20182019,N,Playoffs
Thomas Chabot,20242025,OTT,L,D,6,1,3,4,1,2,0.67,1,3,0,1,0,0,0,1,11,9.1,24:58,--,1997-01-30,Sainte-Marie,QC,CAN,CAN,73,200,2015,1,18,20242025,N,Playoffs
Mitchell Chaffee,20242025,TBL,R,R,4,1,0,1,0,0,0.25,1,1,0,0,0,0,0,0,1,100,11:20,--,1998-01-26,Grand Rapids,MI,USA,USA,73,197,--,--,--,20232024,N,Playoffs
Jalen Chatfield,20242025,CAR,R,D,9,1,0,1,6,6,0.11,1,1,0,0,0,0,0,0,8,12.5,20:24,--,1996-05-15,Ypsilanti,MI,USA,USA,73,209,--,--,--,20222023,N,Playoffs
Dennis Cholowski,20242025,NJD,L,D,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,--,8:59,--,1998-02-15,Langley,BC,CAN,CAN,74,210,2016,1,20,20242025,N,Playoffs
Jakob Chychrun,20242025,WSH,L,D,10,3,2,5,3,6,0.5,3,4,0,1,0,0,0,1,18,16.7,23:53,--,1998-03-31,Boca Raton,FL,USA,CAN,74,215,2016,1,16,20192020,N,Playoffs
Anthony Cirelli,20242025,TBL,L,C,5,1,0,1,-4,18,0.2,1,1,0,0,0,0,0,0,5,20,16:15,48.5,1997-07-15,Etobicoke,ON,CAN,CAN,73,193,2015,3,72,20172018,N,Playoffs
Brandt Clarke,20242025,LAK,R,D,6,2,0,2,1,0,0.33,1,1,1,1,0,0,0,0,6,33.3,12:47,--,2003-02-09,Nepean,ON,CAN,CAN,74,200,2021,1,8,20242025,N,Playoffs
Ross Colton,20242025,COL,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,--,7:04,100,1996-09-11,Robbinsville,NJ,USA,USA,72,194,2016,4,118,20202021,N,Playoffs
Kyle Connor,20242025,WPG,L,L,13,5,12,17,4,0,1.31,5,13,0,4,0,0,0,2,45,11.1,22:17,--,1996-12-09,Shelby Township,MI,USA,USA,73,183,2015,1,17,20172018,N,Playoffs
Paul Cotter,20242025,NJD,L,L,5,0,1,1,-1,2,0.2,0,1,0,0,0,0,0,0,5,--,14:25,--,1999-11-16,Canton,MI,USA,USA,74,213,2018,4,115,20242025,N,Playoffs
Nick Cousins,20242025,OTT,L,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,--,9:20,50,1993-07-20,Belleville,ON,CAN,CAN,71,191,2011,3,68,20152016,N,Playoffs
Charlie Coyle,20242025,COL,R,C,7,1,0,1,-4,2,0.14,1,1,0,0,0,0,0,0,7,14.3,12:50,57.5,1992-03-02,East Weymouth,MA,USA,USA,75,221,2010,1,28,20122013,N,Playoffs
Dylan Cozens,20242025,OTT,R,C,6,1,1,2,-2,12,0.33,0,1,0,0,1,1,0,0,13,7.7,16:36,44.8,2001-02-09,Whitehorse,YT,CAN,CAN,75,205,2019,1,7,20242025,N,Playoffs
Evgenii Dadonov,20242025,DAL,L,L,16,1,3,4,-3,2,0.25,1,4,0,0,0,0,0,0,16,6.3,11:39,--,1989-03-12,Chelyabinsk,--,RUS,RUS,71,188,2007,3,71,20192020,N,Playoffs
Phillip Danault,20242025,LAK,L,C,6,2,6,8,2,0,1.33,2,6,0,2,0,0,0,1,9,22.2,20:39,52.9,1993-02-24,Victoriaville,QC,CAN,CAN,73,200,2011,1,26,20162017,N,Playoffs
Dylan DeMelo,20242025,WPG,R,D,12,1,3,4,-1,10,0.33,1,4,0,0,0,0,0,0,18,5.6,21:52,--,1993-05-01,London,ON,CAN,CAN,73,194,2011,6,179,20172018,N,Playoffs
Ivan Demidov,20242025,MTL,L,R,5,0,2,2,-5,0,0.4,0,0,0,2,0,0,0,0,2,--,14:29,--,2005-12-10,Sergiyev Posad,--,RUS,RUS,73,192,2024,1,5,20242025,N,Playoffs
Brenden Dillon,20242025,NJD,L,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,8:53,--,1990-11-13,New Westminster,BC,CAN,CAN,76,225,--,--,--,20132014,N,Playoffs
Max Domi,20242025,TOR,L,C,13,3,4,7,2,33,0.54,3,6,0,1,0,0,1,1,19,15.8,13:07,57.5,1995-03-02,Winnipeg,MB,CAN,CAN,70,208,2013,1,12,20192020,N,Playoffs
Pavel Dorofeyev,20242025,VGK,L,R,8,1,1,2,-7,2,0.25,0,0,1,2,0,0,0,0,27,3.7,17:26,--,2000-10-26,Nizhny Tagil,--,RUS,RUS,73,194,2019,3,79,20232024,N,Playoffs
Drew Doughty,20242025,LAK,R,D,6,1,3,4,-7,6,0.67,0,3,1,1,0,0,0,0,10,10,27:12,--,1989-12-08,London,ON,CAN,CAN,73,210,2008,1,2,20092010,N,Playoffs
Nic Dowd,20242025,WSH,R,C,10,0,1,1,-3,8,0.1,0,1,0,0,0,0,0,0,10,--,15:08,49.7,1990-05-27,Huntsville,AL,USA,USA,74,195,2009,7,198,20182019,N,Playoffs
Justin Dowling,20242025,NJD,L,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,--,11:15,45.8,1990-10-01,Calgary,AB,CAN,CAN,71,178,--,--,--,20182019,N,Playoffs
Leon Draisaitl,20242025,EDM,L,C,22,11,22,33,4,6,1.5,7,21,4,12,0,0,4,4,56,19.6,22:46,51.5,1995-10-27,Cologne,--,DEU,DEU,74,209,2014,1,3,20162017,N,Playoffs
Jonathan Drouin,20242025,COL,L,L,7,0,3,3,-6,0,0.43,0,0,0,3,0,0,0,0,9,--,14:37,57.1,1995-03-28,Ste-Agathe,QC,CAN,CAN,71,189,2013,1,3,20142015,N,Playoffs
Jack Drury,20242025,COL,L,C,7,1,1,2,2,4,0.29,1,2,0,0,0,0,0,0,9,11.1,12:54,62.3,2000-02-03,New York,NY,USA,USA,71,186,2018,2,42,20222023,N,Playoffs
Pierre-Luc Dubois,20242025,WSH,L,L,10,0,3,3,3,12,0.3,0,3,0,0,0,0,0,0,13,--,17:03,54.5,1998-06-24,Ste-Agathe-des-Monts,QC,CAN,CAN,76,220,2016,1,3,20172018,N,Playoffs
Matt Duchene,20242025,DAL,L,C,18,1,5,6,-16,6,0.33,0,0,1,6,0,0,0,1,23,4.3,16:36,64.6,1991-01-16,Haliburton,ON,CAN,CAN,71,211,2009,1,3,20092010,N,Playoffs
Brandon Duhaime,20242025,WSH,L,R,10,3,1,4,-4,10,0.4,3,4,0,0,0,0,0,0,11,27.3,14:10,20,1997-05-22,Coral Springs,FL,USA,USA,74,210,2016,4,106,20212022,N,Playoffs
Brian Dumoulin,20242025,NJD,L,D,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,--,29:21,--,1991-09-06,Biddeford,ME,USA,USA,76,215,2009,2,51,20142015,N,Playoffs
Christian Dvorak,20242025,MTL,L,C,5,2,0,2,-1,4,0.4,2,2,0,0,0,0,0,1,7,28.6,16:22,50.6,1996-02-02,Palos,IL,USA,USA,73,190,2014,2,58,20192020,N,Playoffs
Joel Edmundson,20242025,LAK,L,D,6,0,1,1,2,2,0.17,0,1,0,0,0,0,0,0,2,--,23:14,--,1993-06-28,Brandon,MB,CAN,CAN,77,220,2011,2,46,20152016,N,Playoffs
Nikolaj Ehlers,20242025,WPG,L,L,8,5,2,7,1,4,0.88,4,5,1,2,0,0,0,0,31,16.1,17:17,--,1996-02-14,Aalborg,--,DNK,DNK,72,168,2014,1,9,20172018,N,Playoffs
Jack Eichel,20242025,VGK,R,C,11,1,9,10,-8,0,0.91,1,5,0,4,0,1,0,0,30,3.3,23:08,46.9,1996-10-28,North Chelmsford,MA,USA,USA,74,208,2015,1,2,20222023,N,Playoffs
Aaron Ekblad,20242025,FLA,R,D,19,4,9,13,10,38,0.68,3,9,1,4,0,0,0,0,36,11.1,24:00,--,1996-02-07,Windsor,ON,CAN,CAN,76,220,2014,1,1,20152016,N,Playoffs
Mattias Ekholm,20242025,EDM,L,D,7,1,5,6,0,14,0.86,1,5,0,1,0,0,0,0,13,7.7,21:35,--,1990-05-24,Borlange,--,SWE,SWE,77,225,2009,4,102,20142015,N,Playoffs
Oliver Ekman-Larsson,20242025,TOR,L,D,13,2,2,4,-1,8,0.31,2,4,0,0,0,0,0,0,12,16.7,19:04,--,1991-07-17,Karlskrona,--,SWE,SWE,74,190,2009,1,6,20112012,N,Playoffs
Lars Eller,20242025,WSH,L,C,9,0,1,1,-1,2,0.11,0,1,0,0,0,0,0,0,3,--,10:45,50.7,1989-05-08,Rodovre,--,DNK,DNK,74,207,2007,1,13,20102011,N,Playoffs
Ty Emberson,20242025,EDM,R,D,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,--,9:29,--,2000-05-23,Eau Claire,WI,USA,USA,72,193,2018,3,73,20242025,N,Playoffs
Joel Eriksson Ek,20242025,MIN,L,C,6,0,3,3,0,4,0.5,0,2,0,1,0,0,0,0,19,--,22:00,53.6,1997-01-29,Karlstad,--,SWE,SWE,75,207,2015,1,20,20162017,N,Playoffs
Jake Evans,20242025,MTL,R,C,5,0,1,1,0,2,0.2,0,1,0,0,0,0,0,0,4,--,15:30,54.5,1996-06-02,Toronto,ON,CAN,CAN,72,190,2014,7,207,20192020,N,Playoffs
Brock Faber,20242025,MIN,R,D,6,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,--,27:04,--,2002-08-22,Maple Grove,MN,USA,USA,73,200,2020,2,45,20222023,N,Playoffs
Radek Faksa,20242025,STL,L,C,7,1,4,5,7,2,0.71,1,5,0,0,0,0,0,0,2,50,15:06,56.4,1994-01-09,Vitkov,--,CZE,CZE,75,216,2012,1,13,20152016,N,Playoffs
Justin Faulk,20242025,STL,R,D,7,1,2,3,3,8,0.43,1,2,0,1,0,0,0,0,12,8.3,23:43,--,1992-03-20,South St. Paul,MN,USA,USA,72,208,2010,2,37,20182019,N,Playoffs
Kevin Fiala,20242025,LAK,L,L,6,3,4,7,0,2,1.17,1,3,2,4,0,0,0,0,25,12,21:53,--,1996-07-22,St. Gallen,--,CHE,CHE,72,205,2014,1,11,20142015,N,Playoffs
Haydn Fleury,20242025,WPG,L,D,8,0,2,2,2,8,0.25,0,2,0,0,0,0,0,0,3,--,15:16,--,1996-07-08,Carlyle,SK,CAN,CAN,76,207,2014,1,7,20182019,N,Playoffs
Warren Foegele,20242025,LAK,L,L,6,1,2,3,1,0,0.5,1,2,0,1,0,0,0,0,25,4,18:41,40,1996-04-01,Markham,ON,CAN,CAN,74,205,2014,3,67,20182019,N,Playoffs
Marcus Foligno,20242025,MIN,L,L,6,3,1,4,4,6,0.67,2,3,0,0,1,1,0,0,10,30,16:04,20,1991-08-10,Buffalo,NY,USA,CAN,75,226,2009,4,104,20172018,N,Playoffs
Gustav Forsling,20242025,FLA,L,D,23,1,4,5,13,8,0.22,1,4,0,1,0,0,0,1,31,3.2,23:17,--,1996-06-12,Linkoping,--,SWE,SWE,73,199,2014,5,126,20202021,N,Playoffs
Cam Fowler,20242025,STL,L,D,7,2,8,10,2,0,1.43,2,5,0,5,0,0,0,1,12,16.7,23:17,--,1991-12-05,Windsor,ON,CAN,USA,74,213,2010,1,12,20102011,N,Playoffs
Trent Frederic,20242025,EDM,L,C,22,1,3,4,1,25,0.18,1,4,0,0,0,0,0,1,22,4.5,11:24,57.1,1998-02-11,St. Louis,MO,USA,USA,75,221,2016,1,29,20212022,N,Playoffs
Jonah Gadjovich,20242025,FLA,L,L,16,2,1,3,3,33,0.19,2,3,0,0,0,0,0,0,10,20,7:37,--,1998-10-12,Whitby,ON,CAN,CAN,75,211,2017,2,55,20242025,N,Playoffs
Brendan Gallagher,20242025,MTL,R,R,5,0,2,2,-7,0,0.4,0,1,0,1,0,0,0,0,13,--,15:37,--,1992-05-06,Edmonton,AB,CAN,CAN,69,185,2010,5,147,20122013,N,Playoffs
Adam Gaudette,20242025,OTT,R,R,6,1,2,3,2,4,0.5,1,2,0,0,0,1,0,0,4,25,9:17,34.6,1996-10-03,Braintree,MA,USA,USA,73,190,2015,5,149,20192020,N,Playoffs
Freddy Gaudreau,20242025,MIN,R,C,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,--,14:27,39.3,1993-05-01,Bromont,QC,CAN,CAN,72,184,--,--,--,20162017,N,Playoffs
Vladislav Gavrikov,20242025,LAK,L,D,6,0,2,2,-1,2,0.33,0,2,0,0,0,0,0,0,5,--,21:00,--,1995-11-21,Yaroslavl,--,RUS,RUS,75,210,2015,6,159,20182019,N,Playoffs
Conor Geekie,20242025,TBL,L,C,4,0,1,1,0,2,0.25,0,1,0,0,0,0,0,0,3,--,12:22,50,2004-05-05,Strathclair,MB,CAN,CAN,76,212,2022,1,11,20242025,N,Playoffs
Samuel Girard,20242025,COL,L,D,7,1,2,3,2,0,0.43,1,3,0,0,0,0,0,0,7,14.3,17:38,--,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,2,47,20172018,N,Playoffs
Zemgus Girgensons,20242025,TBL,L,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,--,10:56,28.6,1994-01-05,Riga,--,LVA,LVA,75,197,2012,1,14,20242025,N,Playoffs
Claude Giroux,20242025,OTT,R,R,6,1,4,5,3,0,0.83,0,3,1,2,0,0,0,0,7,14.3,17:30,45.3,1988-01-12,Hearst,ON,CAN,CAN,71,186,2006,1,22,20082009,N,Playoffs
Cody Glass,20242025,NJD,R,C,5,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,6,--,14:06,51.9,1999-04-01,Winnipeg,MB,CAN,CAN,75,201,2017,1,6,20202021,N,Playoffs
Luke Glendening,20242025,TBL,R,C,5,1,1,2,2,0,0.4,1,2,0,0,0,0,0,0,1,100,9:43,53.4,1989-04-28,Grand Rapids,MI,USA,USA,71,190,--,--,--,20132014,N,Playoffs
Gage Goncalves,20242025,TBL,L,C,5,1,3,4,-2,2,0.8,1,4,0,0,0,0,0,0,4,25,16:54,100,2001-01-16,Mission,BC,CAN,CAN,73,189,2020,2,62,20242025,N,Playoffs
Shayne Gostisbehere,20242025,CAR,L,D,15,3,6,9,-9,4,0.6,2,3,1,6,0,0,0,0,24,12.5,18:56,--,1993-04-20,Pembroke Pines,FL,USA,USA,71,183,2012,3,78,20152016,N,Playoffs
Yanni Gourde,20242025,TBL,L,C,5,0,1,1,-3,0,0.2,0,1,0,0,0,0,0,0,2,--,14:31,41.7,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,173,--,--,--,20172018,N,Playoffs
Mikael Granlund,20242025,DAL,L,C,18,5,5,10,-2,8,0.56,2,4,3,6,0,0,0,1,29,17.2,17:27,54.2,1992-02-26,Oulu,--,FIN,FIN,70,193,2010,1,9,20132014,N,Playoffs
A.J. Greer,20242025,FLA,L,L,16,2,1,3,-2,22,0.19,2,3,0,0,0,0,0,1,12,16.7,7:38,55.6,1996-12-14,Joliette,QC,CAN,CAN,75,209,2015,2,39,20242025,N,Playoffs
Ridly Greig,20242025,OTT,L,C,6,1,0,1,-1,8,0.17,1,1,0,0,0,0,0,0,9,11.1,18:01,42.9,2002-08-08,Lethbridge,AB,CAN,CAN,72,184,2020,1,28,20242025,N,Playoffs
Jake Guentzel,20242025,TBL,L,C,5,3,3,6,-3,6,1.2,1,4,2,2,0,0,0,0,16,18.8,22:45,47.6,1994-10-06,Omaha,NE,USA,USA,71,176,2013,3,77,20162017,N,Playoffs
Kaiden Guhle,20242025,MTL,L,D,5,0,0,0,-3,4,0,0,0,0,0,0,0,0,0,6,--,21:48,--,2002-01-18,Edmonton,AB,CAN,CAN,75,202,2020,1,16,20242025,N,Playoffs
David Gustafsson,20242025,WPG,L,C,4,1,0,1,0,0,0.25,1,1,0,0,0,0,0,0,3,33.3,7:18,50,2000-04-11,Tingsryd,--,SWE,SWE,74,196,2018,2,60,20222023,N,Playoffs
Brandon Hagel,20242025,TBL,L,L,3,0,0,0,-4,5,0,0,0,0,0,0,0,0,0,3,--,17:43,--,1998-08-27,Saskatoon,SK,CAN,CAN,74,186,2016,6,159,20212022,N,Playoffs
Nicolas Hague,20242025,VGK,L,D,11,0,2,2,-2,9,0.18,0,2,0,0,0,0,0,0,11,--,16:13,--,1998-12-05,Kitchener,ON,CAN,CAN,78,245,2017,2,34,20202021,N,Playoffs
Taylor Hall,20242025,CAR,L,L,15,2,4,6,-7,2,0.4,2,4,0,2,0,0,0,1,30,6.7,14:50,--,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,1,1,20172018,N,Playoffs
Dougie Hamilton,20242025,NJD,R,D,5,0,2,2,-3,6,0.4,0,2,0,0,0,0,0,0,10,--,25:01,--,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,1,9,20122013,N,Playoffs
Noah Hanifin,20242025,VGK,L,D,11,1,4,5,1,2,0.45,1,5,0,0,0,0,0,0,26,3.8,23:03,--,1997-01-25,Boston,MA,USA,USA,75,206,2015,1,5,20182019,N,Playoffs
