Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Viktor Arvidsson,20252026,BOS,R,L,69,25,29,54,20,24,0.78,21,45,4,9,0,0,0,6,175,14.3,14:36,50,1993-04-08,Skelleftea,--,SWE,SWE,70,181,2014,4,112,20142015,N,Regular Season
Jonathan Aspirot,20252026,BOS,L,D,61,3,10,13,30,43,0.21,3,12,0,1,0,0,0,0,47,6.4,16:44,--,1999-05-16,Mascouche,QC,CAN,CAN,72,212,--,--,--,20252026,N,Regular Season
Zach Aston-Reese,20252026,CBJ,L,L,27,1,4,5,-1,12,0.19,1,5,0,0,0,0,0,0,17,5.9,9:44,28,1994-08-10,Staten Island,NY,USA,USA,73,203,--,--,--,20172018,N,Regular Season
Nicolas Aube-Kubel,20252026,MIN,R,R,6,0,2,2,1,6,0.33,0,2,0,0,0,0,0,0,5,--,11:37,--,1996-05-10,Slave Lake,AB,CAN,CAN,72,213,2014,2,48,20182019,N,Regular Season
Mikael Backlund,20252026,CGY,L,C,82,17,26,43,7,16,0.52,15,35,1,3,1,5,0,3,186,9.1,17:57,50,1989-03-17,Vasteras,--,SWE,SWE,72,206,2007,1,24,20082009,N,Regular Season
Kevin Bahl,20252026,CGY,L,D,76,4,14,18,2,47,0.24,4,16,0,1,0,1,0,2,57,7,21:57,--,2000-06-27,New Westminster,BC,CAN,CAN,78,230,2018,2,55,20202021,N,Regular Season
Arshdeep Bains,20252026,VAN,L,L,28,1,4,5,-3,12,0.18,1,4,0,1,0,0,0,0,18,5.6,9:12,14.3,2001-01-09,Surrey,BC,CAN,CAN,72,184,--,--,--,20232024,N,Regular Season
Uvis Balinskis,20252026,FLA,L,D,54,5,10,15,-13,30,0.28,2,9,3,6,0,0,0,1,66,7.6,16:22,--,1996-08-01,Ventspils,--,LVA,LVA,72,196,--,--,--,20232024,N,Regular Season
Ivan Barbashev,20252026,VGK,L,L,82,23,38,61,20,14,0.74,21,55,2,6,0,0,0,3,133,17.3,16:15,24.1,1995-12-14,Moscow,--,RUS,RUS,72,203,2014,2,33,20162017,N,Regular Season
Zakhar Bardakov,20252026,COL,L,C,60,1,9,10,6,14,0.17,1,10,0,0,0,0,0,0,35,2.9,7:12,42.4,2001-02-24,Berdsk,--,RUS,RUS,74,198,2021,7,203,20252026,N,Regular Season
Denver Barkey,20252026,PHI,L,C,43,5,12,17,-6,16,0.4,4,13,1,4,0,0,0,0,43,11.6,13:24,38.9,2005-04-27,Newmarket,ON,CAN,CAN,70,171,2023,3,95,20252026,N,Regular Season
Justin Barron,20252026,NSH,R,D,52,0,9,9,-1,17,0.17,0,9,0,0,0,0,0,0,31,--,14:15,--,2001-11-15,Halifax,NS,CAN,CAN,74,198,2020,1,25,20212022,N,Regular Season
Morgan Barron,20252026,WPG,L,C,65,11,12,23,5,31,0.35,9,21,0,0,2,2,0,2,93,11.8,12:48,46.2,1998-12-02,Halifax,NS,CAN,CAN,76,220,2017,6,174,20202021,N,Regular Season
Alex Barré-Boulet,20252026,COL,L,C,2,0,1,1,0,0,0.5,0,1,0,0,0,0,0,0,0,--,8:24,100,1997-05-21,Montmagny,QC,CAN,CAN,70,178,--,--,--,20202021,N,Regular Season
Mathew Barzal,20252026,NYI,R,C,81,19,53,72,10,61,0.89,17,52,2,20,0,0,2,4,184,10.3,20:39,39.8,1997-05-26,Coquitlam,BC,CAN,CAN,73,186,2015,1,16,20162017,N,Regular Season
Nathan Bastian,20252026,DAL,R,R,36,6,1,7,4,21,0.19,6,7,0,0,0,0,0,0,25,24,8:39,--,1997-12-06,Kitchener,ON,CAN,CAN,76,217,2016,2,41,20182019,N,Regular Season
Drake Batherson,20252026,OTT,R,R,79,33,38,71,-7,33,0.9,20,41,13,30,0,0,0,5,167,19.8,17:21,58.3,1998-04-27,Fort Wayne,IN,USA,CAN,75,209,2017,4,121,20182019,N,Regular Season
Jake Bean,20252026,CGY,L,D,16,1,1,2,-7,16,0.13,1,2,0,0,0,0,0,0,16,6.3,15:57,--,1998-06-09,Calgary,AB,CAN,CAN,73,191,2016,1,13,20182019,N,Regular Season
Anthony Beauvillier,20252026,WSH,L,R,82,15,13,28,7,30,0.34,14,26,1,1,0,1,0,4,155,9.7,15:48,50.6,1997-06-08,Sorel-Tracy,QC,CAN,CAN,71,181,2015,1,28,20162017,N,Regular Season
Owen Beck,20252026,MTL,R,C,15,1,0,1,4,6,0.07,1,1,0,0,0,0,0,0,11,9.1,9:11,58.7,2004-02-03,Port Hope,ON,CAN,CAN,72,199,2022,2,33,20222023,N,Regular Season
Connor Bedard,20252026,CHI,R,C,69,30,45,75,-18,50,1.09,23,54,7,21,0,0,1,5,226,13.3,20:52,47.1,2005-07-17,North Vancouver,BC,CAN,CAN,70,190,2023,1,1,20232024,N,Regular Season
John Beecher,20252026,"BOS,CGY",L,C,35,3,4,7,-6,31,0.2,2,5,0,0,1,2,0,0,37,8.1,10:26,43.4,2001-04-05,Elmira,NY,USA,USA,75,220,2019,1,30,20232024,N,Regular Season
Matty Beniers,20252026,SEA,L,C,82,20,30,50,-8,23,0.61,14,39,6,11,0,0,0,1,149,13.4,19:17,48,2002-11-05,Hingham,MA,USA,USA,74,181,2021,1,2,20212022,N,Regular Season
Jamie Benn,20252026,DAL,L,L,60,15,21,36,8,53,0.6,13,30,2,6,0,0,0,3,72,20.8,13:17,48.5,1989-07-18,Victoria,BC,CAN,CAN,75,210,2007,5,129,20092010,N,Regular Season
Sam Bennett,20252026,FLA,L,C,76,26,32,58,-10,82,0.76,21,44,5,14,0,0,1,5,201,12.9,18:30,47.6,1996-06-20,Holland Landing,ON,CAN,CAN,73,193,2014,1,4,20142015,N,Regular Season
Matthew Benning,20252026,TOR,R,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,12:26,--,1994-05-25,Edmonton,AB,CAN,CAN,73,220,2012,6,175,20162017,N,Regular Season
Mike Benning,20252026,FLA,R,D,18,2,4,6,-4,2,0.33,2,5,0,1,0,0,0,0,15,13.3,16:54,--,2002-01-05,Edmonton,AB,CAN,CAN,69,185,2020,4,95,20252026,N,Regular Season
Simon Benoit,20252026,TOR,L,D,73,0,6,6,-22,41,0.08,0,6,0,0,0,0,0,0,60,--,17:18,--,1998-09-19,Laval,QC,CAN,CAN,76,210,--,--,--,20202021,N,Regular Season
Zach Benson,20252026,BUF,L,L,65,13,30,43,27,42,0.66,11,36,1,5,1,2,0,4,116,11.2,15:53,46.7,2005-05-12,Chilliwack,BC,CAN,CAN,70,177,2023,1,13,20232024,N,Regular Season
Brett Berard,20252026,NYR,L,L,13,0,0,0,-1,6,0,0,0,0,0,0,0,0,0,10,--,10:33,--,2002-09-09,Providence,RI,USA,USA,69,175,2020,5,134,20242025,N,Regular Season
Jonatan Berggren,20252026,"DET,STL",L,R,51,8,14,22,-5,12,0.43,5,19,3,3,0,0,0,2,58,13.8,13:49,60,2000-07-16,Uppsala,--,SWE,SWE,71,195,2018,2,33,20222023,N,Regular Season
Jacob Bernard-Docker,20252026,DET,R,D,63,1,4,5,0,25,0.08,1,5,0,0,0,0,0,0,41,2.4,14:49,--,2000-06-30,Canmore,AB,CAN,CAN,73,196,2018,1,26,20202021,N,Regular Season
Tyler Bertuzzi,20252026,CHI,L,L,79,32,26,58,-16,42,0.73,21,37,11,21,0,0,1,3,164,19.5,18:27,45.1,1995-02-24,Sudbury,ON,CAN,CAN,74,200,2013,2,58,20162017,N,Regular Season
Lian Bichsel,20252026,DAL,L,D,50,4,4,8,6,37,0.16,4,8,0,0,0,0,0,2,27,14.8,15:40,--,2004-05-18,Olten,--,CHE,CHE,79,237,2022,1,18,20242025,N,Regular Season
Oliver Bjorkstrand,20252026,TBL,R,R,80,12,20,32,-14,16,0.4,3,18,9,14,0,0,0,1,130,9.2,13:38,43.8,1995-04-10,Herning,--,DNK,DNK,72,175,2013,3,89,20152016,N,Regular Season
Tobias Bjornfot,20252026,FLA,L,D,19,2,2,4,1,2,0.21,2,4,0,0,0,0,0,0,12,16.7,14:11,--,2001-04-06,Upplands Vasby,--,SWE,SWE,72,200,2019,1,22,20192020,N,Regular Season
Nick Bjugstad,20252026,"STL,NJD",R,C,61,6,3,9,-11,33,0.15,5,8,0,0,1,1,0,1,77,7.8,10:56,49.9,1992-07-17,Minneapolis,MN,USA,USA,78,210,2010,1,19,20122013,N,Regular Season
Colin Blackwell,20252026,DAL,R,C,70,4,11,15,-2,40,0.21,4,15,0,0,0,0,0,1,61,6.6,11:54,43.2,1993-03-28,North Andover,MA,USA,USA,68,181,2011,7,194,20182019,N,Regular Season
Samuel Blais,20252026,"TOR,MTL",L,L,21,3,5,8,2,10,0.38,3,8,0,0,0,0,0,0,18,16.7,8:26,33.3,1996-06-17,Montmagny,QC,CAN,CAN,74,206,2014,6,176,20172018,N,Regular Season
Jackson Blake,20252026,CAR,R,R,81,22,31,53,4,40,0.65,19,41,3,12,0,0,1,3,174,12.6,16:30,--,2003-08-03,Fargo,ND,USA,USA,71,185,2021,4,109,20232024,N,Regular Season
Nick Blankenburg,20252026,"NSH,COL",R,D,61,8,16,24,-10,10,0.39,5,17,3,7,0,0,0,1,72,11.1,16:48,--,1998-05-12,Washington,MI,USA,USA,69,177,--,--,--,20212022,N,Regular Season
Anton Blidh,20252026,NYR,L,L,4,0,1,1,1,0,0.25,0,1,0,0,0,0,0,0,4,--,7:42,--,1995-03-14,Molnlycke,--,SWE,SWE,73,191,2013,6,180,20162017,N,Regular Season
Teddy Blueger,20252026,VAN,L,C,35,9,8,17,-12,22,0.49,5,13,1,1,3,3,0,1,51,17.6,16:31,48.1,1994-08-15,Riga,--,LVA,LVA,72,185,2012,2,52,20182019,N,Regular Season
Matej Blümel,20252026,BOS,L,R,4,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,4,--,10:52,--,2000-05-31,Tabor,--,CZE,CZE,72,202,2019,4,100,20222023,N,Regular Season
Brock Boeser,20252026,VAN,R,R,75,22,26,48,-48,8,0.64,15,28,6,19,1,1,1,3,166,13.3,19:03,41.9,1997-02-25,Burnsville,MN,USA,USA,73,208,2015,1,23,20162017,N,Regular Season
Zach Bogosian,20252026,MIN,R,D,41,2,4,6,8,18,0.15,2,6,0,0,0,0,0,0,30,6.7,14:33,--,1990-07-15,Massena,NY,USA,USA,75,231,2008,1,3,20082009,N,Regular Season
Sacha Boisvert,20252026,CHI,L,C,7,1,1,2,-1,9,0.29,1,2,0,0,0,0,0,1,6,16.7,9:15,37.8,2006-03-17,Trois-Rivières,QC,CAN,CAN,74,176,2024,1,18,20252026,N,Regular Season
Zachary Bolduc,20252026,MTL,L,R,78,12,18,30,-6,28,0.38,9,24,3,6,0,0,0,3,101,11.9,13:38,50,2003-02-24,Trois-Rivières,QC,CAN,CAN,72,187,2021,1,17,20232024,N,Regular Season
Matt Boldy,20252026,MIN,L,L,76,42,43,85,18,30,1.12,27,51,11,30,4,4,1,3,254,16.5,20:34,44.4,2001-04-05,Milford,MA,USA,USA,74,201,2019,1,12,20212022,N,Regular Season
Oliver Bonk,20252026,PHI,R,D,1,1,1,2,1,0,2,1,2,0,0,0,0,0,0,1,100,16:28,--,2005-01-09,Ottawa,ON,CAN,CAN,74,180,2023,1,22,20252026,N,Regular Season
Angus Booth,20252026,LAK,L,D,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,100,12:18,--,2004-04-27,Montréal,QC,CAN,CAN,72,177,2022,4,116,20252026,N,Regular Season
Adam Boqvist,20252026,NYI,R,D,28,0,4,4,-9,8,0.14,0,3,0,1,0,0,0,0,17,--,13:06,--,2000-08-15,Falun,--,SWE,SWE,72,195,2018,1,8,20192020,N,Regular Season
Jesper Boqvist,20252026,FLA,L,C,73,4,9,13,-11,16,0.18,4,12,0,1,0,0,0,1,64,6.3,11:50,30.3,1998-10-30,Falun,--,SWE,SWE,73,191,2017,2,36,20192020,N,Regular Season
Will Borgen,20252026,NYR,R,D,75,5,10,15,3,41,0.2,5,15,0,0,0,0,0,2,69,7.2,18:03,--,1996-12-19,Moorhead,MN,USA,USA,75,199,2015,4,92,20182019,N,Regular Season
Evan Bouchard,20252026,EDM,R,D,82,21,74,95,25,30,1.16,14,60,7,33,0,2,3,5,221,9.5,24:41,--,1999-10-20,Oakville,ON,CAN,CAN,75,192,2018,1,10,20182019,N,Regular Season
Xavier Bourgault,20252026,OTT,R,R,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,--,5:58,--,2002-10-22,L'Islet,QC,CAN,CAN,71,185,2021,1,22,20252026,N,Regular Season
Mavrik Bourque,20252026,DAL,R,C,82,20,21,41,6,22,0.5,19,36,1,5,0,0,0,1,147,13.6,15:29,45.3,2002-01-08,Plessisville,QC,CAN,CAN,71,187,2020,1,30,20232024,N,Regular Season
Braeden Bowman,20252026,VGK,R,R,54,8,18,26,-16,12,0.48,6,22,2,4,0,0,0,2,75,10.7,14:08,25,2003-06-26,Kitchener,ON,CAN,CAN,73,205,--,--,--,20252026,N,Regular Season
Michael Brandsegg-Nygård,20252026,DET,R,R,14,0,1,1,-5,2,0.07,0,1,0,0,0,0,0,0,20,--,12:31,--,2005-10-05,Oslo,--,NOR,NOR,73,204,2024,1,15,20252026,N,Regular Season
Jesper Bratt,20252026,NJD,L,L,82,22,49,71,-11,12,0.87,16,49,5,20,1,2,1,4,178,12.4,18:46,27.3,1998-07-30,Stockholm,--,SWE,SWE,70,175,2016,6,162,20172018,N,Regular Season
Justin Brazeau,20252026,PIT,R,R,64,17,17,34,5,14,0.53,14,29,3,5,0,0,0,4,104,16.3,12:39,--,1998-02-02,New Liskeard,ON,CAN,CAN,78,232,--,--,--,20232024,N,Regular Season
Skyler Brind'Amour,20252026,CAR,L,C,4,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,2,--,15:01,51.2,1999-07-27,Raleigh,NC,USA,USA,74,195,2017,6,177,20242025,N,Regular Season
Gavin Brindley,20252026,COL,R,C,56,6,7,13,2,8,0.23,6,13,0,0,0,0,1,4,62,9.7,9:33,38.2,2004-10-05,Fort Myers,FL,USA,USA,68,173,2023,2,34,20232024,N,Regular Season
Bobby Brink,20252026,"PHI,MIN",R,R,68,15,15,30,-7,24,0.44,12,23,3,7,0,0,0,3,104,14.4,15:10,36,2001-07-08,Minnetonka,MN,USA,USA,68,169,2019,2,34,20212022,N,Regular Season
Brendan Brisson,20252026,NYR,L,C,3,0,1,1,-1,0,0.33,0,1,0,0,0,0,0,0,2,--,10:35,--,2001-10-22,Los Angeles,CA,USA,USA,72,188,2020,1,29,20232024,N,Regular Season
Philip Broberg,20252026,STL,L,D,81,6,28,34,14,16,0.42,4,29,2,5,0,0,0,0,98,6.1,23:21,--,2001-06-25,Orebro,--,SWE,SWE,76,210,2019,1,8,20212022,N,Regular Season
Jonas Brodin,20252026,MIN,L,D,62,4,14,18,19,16,0.29,4,17,0,1,0,0,0,1,76,5.3,20:17,--,1993-07-12,Karlstad,--,SWE,SWE,74,196,2011,1,10,20122013,N,Regular Season
Jonny Brodzinski,20252026,NYR,R,C,55,6,10,16,-1,12,0.29,6,14,0,2,0,0,0,0,63,9.5,11:10,53,1993-06-19,Ham Lake,MN,USA,USA,72,206,2013,5,148,20162017,N,Regular Season
Connor Brown,20252026,NJD,R,R,75,18,25,43,-1,22,0.57,12,33,4,8,2,2,0,1,116,15.5,17:33,30.8,1994-01-14,Toronto,ON,CAN,CAN,72,184,2012,6,156,20152016,N,Regular Season
Tristan Broz,20252026,PIT,L,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,--,11:30,50,2002-10-10,River Falls,WI,USA,USA,72,204,2021,2,58,20252026,N,Regular Season
Harrison Brunicke,20252026,PIT,R,D,9,1,0,1,-4,6,0.11,1,1,0,0,0,0,0,0,8,12.5,15:43,--,2006-05-08,Johannesburg,--,ZAF,CAN,75,201,2024,2,44,20252026,N,Regular Season
Jacob Bryson,20252026,"BUF,WPG",L,D,50,2,6,8,-9,10,0.16,2,8,0,0,0,0,0,0,22,9.1,10:52,--,1997-11-18,London,ON,CAN,CAN,69,177,2017,4,99,20202021,N,Regular Season
Hunter Brzustewicz,20252026,CGY,R,D,34,2,5,7,0,4,0.21,2,6,0,1,0,0,0,0,33,6.1,16:08,--,2004-11-29,Washington,MI,USA,USA,72,190,2023,3,75,20242025,N,Regular Season
Pavel Buchnevich,20252026,STL,L,L,81,20,28,48,-10,26,0.59,16,33,4,15,0,0,0,4,142,14.1,17:56,39.7,1995-04-17,Cherepovets,--,RUS,RUS,73,196,2013,3,75,20162017,N,Regular Season
Zeev Buium,20252026,"MIN,VAN",L,D,76,6,20,26,-33,41,0.34,3,13,3,13,0,0,0,1,73,8.2,19:35,--,2005-12-07,San Diego,CA,USA,USA,72,183,2024,1,12,20252026,N,Regular Season
Alex Bump,20252026,PHI,L,L,17,5,4,9,3,2,0.53,5,9,0,0,0,0,0,1,23,21.7,12:38,--,2003-11-20,Burnsville,MN,USA,USA,72,195,2022,5,133,20252026,N,Regular Season
Michael Bunting,20252026,"NSH,DAL",L,L,74,14,19,33,-24,20,0.45,8,23,6,10,0,0,0,1,126,11.1,14:26,33.3,1995-09-17,Scarborough,ON,CAN,CAN,72,186,2014,4,117,20182019,N,Regular Season
Andre Burakovsky,20252026,CHI,L,L,75,11,22,33,-32,16,0.44,8,23,3,10,0,0,0,1,87,12.6,16:25,40,1995-02-09,Klagenfurt,--,AUT,SWE,75,203,2013,1,23,20142015,N,Regular Season
Brent Burns,20252026,COL,R,D,82,12,23,35,33,32,0.43,12,34,0,1,0,0,0,5,172,7,18:53,--,1985-03-09,Barrie,ON,CAN,CAN,77,228,2003,1,20,20032004,N,Regular Season
Daniil But,20252026,UTA,R,L,29,3,4,7,1,8,0.24,2,4,1,3,0,0,0,0,43,7,12:28,33.3,2005-02-15,Yaroslavl,--,RUS,RUS,77,203,2023,1,12,20252026,N,Regular Season
Quinton Byfield,20252026,LAK,L,R,79,24,25,49,-2,46,0.62,20,37,4,11,0,1,3,4,180,13.3,20:01,45.5,2002-08-19,Newmarket,ON,CAN,CAN,77,230,2020,1,2,20202021,N,Regular Season
Bowen Byram,20252026,BUF,L,D,82,11,31,42,15,48,0.51,10,34,1,7,0,1,1,5,109,10.1,22:20,--,2001-06-13,Cranbrook,BC,CAN,CAN,73,205,2019,1,4,20202021,N,Regular Season
Oskar Bäck,20252026,DAL,L,C,72,5,7,12,10,10,0.17,4,11,0,0,1,1,0,1,42,11.9,12:22,42.9,2000-03-12,Karlstad,--,SWE,SWE,76,207,2018,3,75,20242025,N,Regular Season
Luca Cagnoni,20252026,SJS,L,D,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,--,18:02,--,2004-12-21,Burnaby,BC,CAN,CAN,69,180,2023,4,123,20242025,N,Regular Season
Michael Callahan,20252026,BOS,L,D,5,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,--,12:59,--,1999-09-23,Franklin,MA,USA,USA,74,195,2018,5,142,20242025,N,Regular Season
Kyle Capobianco,20252026,DAL,L,D,33,2,3,5,1,8,0.15,2,5,0,0,0,0,0,0,18,11.1,12:08,--,1997-08-13,Mississauga,ON,CAN,CAN,75,194,2015,3,63,20172018,N,Regular Season
Michael Carcone,20252026,UTA,L,L,79,16,15,31,4,22,0.39,13,27,3,4,0,0,0,0,147,10.9,12:44,45.2,1996-05-19,Ajax,ON,CAN,CAN,69,182,--,--,--,20212022,N,Regular Season
Ethan Cardwell,20252026,SJS,R,R,7,1,0,1,-3,2,0.14,1,1,0,0,0,0,0,1,6,16.7,11:56,--,2002-08-30,Oshawa,ON,CAN,CAN,71,180,2021,4,121,20242025,N,Regular Season
Declan Carlile,20252026,TBL,L,D,42,1,2,3,5,40,0.07,1,3,0,0,0,0,0,0,33,3,14:47,--,2000-05-18,Hartland,MI,USA,USA,75,190,--,--,--,20232024,N,Regular Season
Brandon Carlo,20252026,TOR,R,D,55,0,7,7,4,37,0.13,0,6,0,0,0,1,0,0,66,--,19:22,--,1996-11-26,Colorado Springs,CO,USA,USA,77,227,2015,2,37,20162017,N,Regular Season
John Carlson,20252026,"WSH,ANA",R,D,71,14,46,60,9,32,0.85,12,46,2,14,0,0,0,1,153,9.2,23:10,--,1990-01-10,Natick,MA,USA,USA,75,220,2008,1,27,20092010,N,Regular Season
Leo Carlsson,20252026,ANA,L,C,70,29,38,67,4,33,0.96,23,46,4,18,2,3,1,3,193,15,19:09,44.4,2004-12-26,Karlstad,--,SWE,SWE,75,208,2023,1,2,20232024,N,Regular Season
Sam Carrick,20252026,"NYR,BUF",R,C,73,9,7,16,2,65,0.22,9,15,0,0,0,1,0,1,75,12,10:28,54.8,1992-02-04,Stouffville,ON,CAN,CAN,72,202,2010,5,144,20142015,N,Regular Season
Alexandre Carrier,20252026,MTL,R,D,73,7,15,22,2,34,0.3,7,22,0,0,0,0,0,0,56,12.5,19:05,--,1996-10-08,Quebec City,QC,CAN,CAN,71,174,2015,4,115,20162017,N,Regular Season
William Carrier,20252026,CAR,L,L,70,7,11,18,5,18,0.26,7,18,0,0,0,0,0,2,80,8.8,10:45,38.9,1994-12-20,LaSalle,QC,CAN,CAN,74,214,2013,2,57,20162017,N,Regular Season
Seamus Casey,20252026,NJD,R,D,2,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,4,--,18:01,--,2004-01-08,Miami,FL,USA,USA,70,181,2022,2,46,20242025,N,Regular Season
Noah Cates,20252026,PHI,L,L,82,18,29,47,26,44,0.57,14,37,3,9,1,1,2,4,132,13.6,16:15,45.3,1999-02-05,Stillwater,MN,USA,USA,74,194,2017,5,137,20212022,N,Regular Season
Berkly Catton,20252026,SEA,L,C,66,7,10,17,-8,31,0.26,6,15,1,2,0,0,0,2,78,9,12:56,44.3,2006-01-14,Saskatoon,SK,CAN,CAN,70,179,2024,1,8,20252026,N,Regular Season
Cole Caufield,20252026,MTL,R,R,81,51,37,88,29,14,1.09,40,59,11,29,0,0,5,12,258,19.8,18:11,33.3,2001-01-02,Mosinee,WI,USA,USA,68,175,2019,1,15,20202021,N,Regular Season
Cody Ceci,20252026,LAK,R,D,82,1,8,9,-10,16,0.11,1,8,0,0,0,1,0,0,59,1.7,17:34,--,1993-12-21,Ottawa,ON,CAN,CAN,75,210,2012,1,15,20132014,N,Regular Season
Macklin Celebrini,20252026,SJS,L,C,82,45,70,115,8,44,1.4,37,82,8,33,0,0,2,5,287,15.7,21:19,48.6,2006-06-13,North Vancouver,BC,CAN,CAN,72,190,2024,1,1,20242025,N,Regular Season
Erik Cernak,20252026,TBL,R,D,61,3,8,11,3,74,0.18,3,10,0,0,0,1,0,1,53,5.7,17:37,--,1997-05-28,Kosice,--,SVK,SVK,76,230,2015,2,43,20182019,N,Regular Season
Thomas Chabot,20252026,OTT,L,D,57,7,24,31,6,22,0.54,4,22,2,7,1,2,0,0,99,7.1,22:35,--,1997-01-30,Sainte-Marie,QC,CAN,CAN,73,200,2015,1,18,20162017,N,Regular Season
Mitchell Chaffee,20252026,TBL,R,R,11,0,1,1,-2,4,0.09,0,1,0,0,0,0,0,0,9,--,9:34,50,1998-01-26,Grand Rapids,MI,USA,USA,73,197,--,--,--,20212022,N,Regular Season
Jalen Chatfield,20252026,CAR,R,D,72,2,15,17,15,18,0.24,2,17,0,0,0,0,0,1,100,2,20:08,--,1996-05-15,Ypsilanti,MI,USA,USA,73,209,--,--,--,20202021,N,Regular Season
Igor Chernyshov,20252026,SJS,R,L,28,9,10,19,2,6,0.68,6,14,3,5,0,0,0,2,46,19.6,15:03,--,2005-11-30,Penza,--,RUS,RUS,74,195,2024,2,33,20252026,N,Regular Season
Ben Chiarot,20252026,DET,L,D,82,5,10,15,-9,75,0.18,5,15,0,0,0,0,0,0,103,4.9,20:50,--,1991-05-09,Hamilton,ON,CAN,CAN,75,222,2009,4,120,20132014,N,Regular Season
Nikita Chibrikov,20252026,WPG,L,R,11,0,0,0,0,14,0,0,0,0,0,0,0,0,0,9,--,9:11,--,2003-02-16,Moscow,--,RUS,RUS,70,170,2021,2,50,20232024,N,Regular Season
