Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,Game Type
Arshdeep Bains,20242025,VAN,L,L,13,1,0,1,-5,0,0.08,1,1,0,0,0,0,0,1,8,12.5,10:30,75,2001-01-09,Surrey,BC,CAN,CAN,72,184,--,--,--,20232024,N,Regular Season
Uvis Balinskis,20242025,FLA,L,D,76,4,14,18,-7,27,0.24,4,14,0,4,0,0,0,0,92,4.3,14:51,--,1996-08-01,Ventspils,--,LVA,LVA,72,196,--,--,--,20232024,N,Regular Season
Ivan Barbashev,20242025,VGK,L,L,70,23,28,51,26,10,0.73,21,48,2,3,0,0,1,3,111,20.7,16:48,36.4,1995-12-14,Moscow,--,RUS,RUS,72,203,2014,2,33,20162017,N,Regular Season
Aleksander Barkov,20242025,FLA,L,C,67,20,51,71,1,16,1.06,10,39,9,28,1,4,2,4,149,13.4,20:15,56.5,1995-09-02,Tampere,--,FIN,FIN,75,214,2013,1,2,20132014,N,Regular Season
Tyson Barrie,20242025,CGY,R,D,13,1,2,3,-7,4,0.23,1,1,0,2,0,0,0,0,19,5.3,15:48,--,1991-07-26,Victoria,BC,CAN,CAN,71,197,2009,3,64,20112012,N,Regular Season
Justin Barron,20242025,"MTL,NSH",R,D,62,6,7,13,-18,23,0.21,6,12,0,1,0,0,0,0,73,8.2,17:26,--,2001-11-15,Halifax,NS,CAN,CAN,74,198,2020,1,25,20212022,N,Regular Season
Morgan Barron,20242025,WPG,L,C,74,8,7,15,8,16,0.2,6,13,0,0,2,2,0,0,92,8.7,10:23,52.1,1998-12-02,Halifax,NS,CAN,CAN,76,220,2017,6,174,20202021,N,Regular Season
Alex Barré-Boulet,20242025,MTL,L,C,2,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,--,10:10,--,1997-05-21,Montmagny,QC,CAN,CAN,70,178,--,--,--,20202021,N,Regular Season
Mathew Barzal,20242025,NYI,R,C,30,6,14,20,10,4,0.67,5,16,1,4,0,0,0,1,78,7.7,20:21,42.3,1997-05-26,Coquitlam,BC,CAN,CAN,73,186,2015,1,16,20162017,N,Regular Season
Nathan Bastian,20242025,NJD,R,R,59,4,6,10,-4,31,0.17,2,8,1,1,1,1,0,1,44,9.1,10:56,32,1997-12-06,Kitchener,ON,CAN,CAN,76,217,2016,2,41,20182019,N,Regular Season
Drake Batherson,20242025,OTT,R,R,82,26,42,68,-9,30,0.83,13,37,13,31,0,0,0,3,192,13.5,18:09,50,1998-04-27,Fort Wayne,IN,USA,CAN,75,209,2017,4,121,20182019,N,Regular Season
Jake Bean,20242025,CGY,L,D,64,2,5,7,0,8,0.11,2,7,0,0,0,0,0,0,71,2.8,15:05,--,1998-06-09,Calgary,AB,CAN,CAN,73,191,2016,1,13,20182019,N,Regular Season
Anthony Beauvillier,20242025,"PIT,WSH",L,L,81,15,10,25,2,14,0.31,14,23,0,1,1,1,0,0,149,10.1,12:52,45.8,1997-06-08,Sorel-Tracy,QC,CAN,CAN,71,181,2015,1,28,20162017,N,Regular Season
Owen Beck,20242025,MTL,R,C,12,0,1,1,-2,0,0.08,0,1,0,0,0,0,0,0,10,--,9:59,53.8,2004-02-03,Port Hope,ON,CAN,CAN,72,199,2022,2,33,20222023,N,Regular Season
Connor Bedard,20242025,CHI,R,C,82,23,44,67,-36,70,0.82,12,38,11,29,0,0,1,5,195,11.8,20:17,38.3,2005-07-17,North Vancouver,BC,CAN,CAN,70,190,2023,1,1,20232024,N,Regular Season
John Beecher,20242025,BOS,L,C,78,3,8,11,-9,26,0.14,3,11,0,0,0,0,0,0,44,6.8,11:17,52,2001-04-05,Elmira,NY,USA,USA,75,220,2019,1,30,20232024,N,Regular Season
Kieffer Bellows,20242025,NSH,L,L,19,2,2,4,-6,6,0.21,2,2,0,2,0,0,0,1,28,7.1,10:40,66.7,1998-06-10,Edina,MN,USA,USA,73,195,2016,1,19,20192020,N,Regular Season
Emil Bemstrom,20242025,PIT,R,C,14,0,1,1,0,0,0.07,0,1,0,0,0,0,0,0,13,--,8:20,66.7,1999-06-01,Nykoping,--,SWE,SWE,72,190,2017,4,117,20192020,N,Regular Season
Matty Beniers,20242025,SEA,L,C,82,20,23,43,0,14,0.52,15,34,5,9,0,0,1,2,147,13.6,18:41,47.7,2002-11-05,Hingham,MA,USA,USA,74,181,2021,1,2,20212022,N,Regular Season
Jamie Benn,20242025,DAL,L,L,80,16,33,49,3,70,0.61,15,39,1,10,0,0,1,4,136,11.8,15:18,56,1989-07-18,Victoria,BC,CAN,CAN,75,210,2007,5,129,20092010,N,Regular Season
Sam Bennett,20242025,FLA,L,C,76,25,26,51,-15,90,0.67,18,40,7,11,0,0,1,4,241,10.4,17:27,46.2,1996-06-20,Holland Landing,ON,CAN,CAN,73,193,2014,1,4,20142015,N,Regular Season
Matthew Benning,20242025,SJS,R,D,7,0,0,0,-5,4,0,0,0,0,0,0,0,0,0,7,--,13:02,--,1994-05-25,Edmonton,AB,CAN,CAN,73,220,2012,6,175,20162017,N,Regular Season
Simon Benoit,20242025,TOR,L,D,78,1,9,10,12,59,0.13,1,9,0,0,0,1,0,0,48,2.1,16:33,--,1998-09-19,Laval,QC,CAN,CAN,76,210,--,--,--,20202021,N,Regular Season
Zach Benson,20242025,BUF,L,L,75,10,18,28,-2,60,0.37,7,24,3,4,0,0,0,0,120,8.3,14:49,19,2005-05-12,Chilliwack,BC,CAN,CAN,70,177,2023,1,13,20232024,N,Regular Season
Brett Berard,20242025,NYR,L,L,35,6,4,10,-6,8,0.29,6,10,0,0,0,0,0,1,59,10.2,10:43,42.9,2002-09-09,Providence,RI,USA,USA,69,175,2020,5,134,20242025,N,Regular Season
Jonatan Berggren,20242025,DET,L,R,75,12,12,24,-13,14,0.32,9,19,3,5,0,0,0,1,88,13.6,12:59,29.4,2000-07-16,Uppsala,--,SWE,SWE,71,195,2018,2,33,20222023,N,Regular Season
Jacob Bernard-Docker,20242025,"OTT,BUF",R,D,40,2,6,8,5,17,0.2,2,8,0,0,0,0,0,0,32,6.3,13:37,--,2000-06-30,Canmore,AB,CAN,CAN,73,196,2018,1,26,20202021,N,Regular Season
Tyler Bertuzzi,20242025,CHI,L,L,82,23,23,46,-39,51,0.56,13,26,10,20,0,0,0,1,131,17.6,16:00,46.8,1995-02-24,Sudbury,ON,CAN,CAN,74,200,2013,2,58,20162017,N,Regular Season
Lian Bichsel,20242025,DAL,L,D,38,4,5,9,2,41,0.24,4,9,0,0,0,0,0,1,39,10.3,14:53,--,2004-05-18,Olten,--,CHE,CHE,79,237,2022,1,18,20242025,N,Regular Season
Clark Bishop,20242025,CGY,L,C,6,1,0,1,-2,0,0.17,1,1,0,0,0,0,0,0,4,25,7:15,38.9,1996-03-29,St. John's,NL,CAN,CAN,73,197,2014,5,127,20182019,N,Regular Season
Oliver Bjorkstrand,20242025,"SEA,TBL",R,R,79,21,25,46,2,18,0.58,16,34,5,12,0,0,0,2,154,13.6,15:09,30,1995-04-10,Herning,--,DNK,DNK,72,175,2013,3,89,20152016,N,Regular Season
Tobias Bjornfot,20242025,FLA,L,D,14,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,10,--,13:06,--,2001-04-06,Upplands Vasby,--,SWE,SWE,72,200,2019,1,22,20192020,N,Regular Season
Nick Bjugstad,20242025,UTA,R,C,66,8,11,19,-2,16,0.29,7,18,1,1,0,0,0,0,115,7,12:19,47.4,1992-07-17,Minneapolis,MN,USA,USA,78,210,2010,1,19,20122013,N,Regular Season
Colin Blackwell,20242025,DAL,R,C,63,6,11,17,4,16,0.27,4,13,0,1,2,3,0,0,63,9.5,11:34,49,1993-03-28,North Andover,MA,USA,USA,68,181,2011,7,194,20182019,N,Regular Season
Jackson Blake,20242025,CAR,R,R,80,17,17,34,10,30,0.43,12,27,5,7,0,0,0,6,142,12,13:51,50,2003-08-03,Fargo,ND,USA,USA,71,185,2021,4,109,20232024,N,Regular Season
Nick Blankenburg,20242025,NSH,R,D,60,4,12,16,-2,24,0.27,3,10,1,6,0,0,1,2,84,4.8,19:33,--,1998-05-12,Washington,MI,USA,USA,69,177,--,--,--,20212022,N,Regular Season
Teddy Blueger,20242025,VAN,L,C,82,8,18,26,-7,39,0.32,8,26,0,0,0,0,0,0,94,8.5,14:19,50.2,1994-08-15,Riga,--,LVA,LVA,72,185,2012,2,52,20182019,N,Regular Season
Matej  Blümel,20242025,DAL,L,R,7,1,0,1,-1,0,0.14,1,1,0,0,0,0,0,0,10,10,8:26,--,2000-05-31,Tabor,--,CZE,CZE,72,202,2019,4,100,20222023,N,Regular Season
Brock Boeser,20242025,VAN,R,R,75,25,25,50,-25,16,0.67,16,30,9,20,0,0,0,3,145,17.2,18:10,27.3,1997-02-25,Burnsville,MN,USA,USA,73,208,2015,1,23,20162017,N,Regular Season
Zach Bogosian,20242025,MIN,R,D,81,4,12,16,-6,43,0.2,4,16,0,0,0,0,0,0,79,5.1,15:48,--,1990-07-15,Massena,NY,USA,USA,75,231,2008,1,3,20082009,N,Regular Season
Samuel Bolduc,20242025,NYI,L,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,--,5:56,--,2000-12-09,Laval,QC,CAN,CAN,76,224,2019,2,57,20222023,N,Regular Season
Zachary Bolduc,20242025,STL,L,R,72,19,17,36,20,37,0.5,12,24,7,12,0,0,0,0,120,15.8,12:48,35.7,2003-02-24,Trois-Rivières,QC,CAN,CAN,72,187,2021,1,17,20232024,N,Regular Season
Matt Boldy,20242025,MIN,L,L,82,27,46,73,1,51,0.89,21,52,6,21,0,0,2,10,271,10,20:17,46.4,2001-04-05,Milford,MA,USA,USA,74,201,2019,1,12,20212022,N,Regular Season
Adam Boqvist,20242025,"FLA,NYI",R,D,35,4,10,14,-9,10,0.4,3,8,1,6,0,0,0,0,40,10,14:04,--,2000-08-15,Falun,--,SWE,SWE,72,195,2018,1,8,20192020,N,Regular Season
Jesper Boqvist,20242025,FLA,L,C,78,12,11,23,-4,14,0.29,11,22,0,0,1,1,0,3,87,13.8,13:15,42.3,1998-10-30,Falun,--,SWE,SWE,73,191,2017,2,36,20192020,N,Regular Season
Thomas Bordeleau,20242025,SJS,L,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,--,10:38,100,2002-01-03,Houston,TX,USA,USA,70,180,2020,2,38,20212022,N,Regular Season
Will Borgen,20242025,"SEA,NYR",R,D,84,5,10,15,-4,42,0.18,4,14,0,0,1,1,0,0,81,6.2,17:05,--,1996-12-19,Moorhead,MN,USA,USA,75,199,2015,4,92,20182019,N,Regular Season
Robert Bortuzzo,20242025,UTA,R,D,17,0,2,2,-2,22,0.12,0,2,0,0,0,0,0,0,8,--,10:57,--,1989-03-18,Thunder Bay,ON,CAN,CAN,76,206,2007,3,78,20112012,N,Regular Season
Evan Bouchard,20242025,EDM,R,D,82,14,53,67,14,32,0.82,11,41,3,26,0,0,1,2,235,6,23:28,--,1999-10-20,Oakville,ON,CAN,CAN,75,192,2018,1,10,20182019,N,Regular Season
Mavrik Bourque,20242025,DAL,R,C,73,11,14,25,6,8,0.34,10,22,1,3,0,0,0,1,80,13.8,12:41,46.3,2002-01-08,Plessisville,QC,CAN,CAN,71,187,2020,1,30,20232024,N,Regular Season
Shane Bowers,20242025,NJD,L,C,4,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,--,8:15,100,1999-07-30,Halifax,NS,CAN,CAN,74,186,2017,1,28,20222023,N,Regular Season
Travis Boyd,20242025,MIN,R,C,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,7:48,--,1993-09-14,Hopkins,MN,USA,USA,72,190,2011,6,177,20172018,N,Regular Season
Chase Bradley,20242025,COL,L,L,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,5:35,--,2002-01-09,St. Louis,MO,USA,USA,71,180,2020,7,203,20242025,N,Regular Season
Erik Brannstrom,20242025,VAN,L,D,28,3,5,8,-4,17,0.29,3,7,0,1,0,0,0,1,33,9.1,14:56,--,1999-09-02,Eksjo,--,SWE,SWE,70,185,2017,1,15,20182019,N,Regular Season
Jesper Bratt,20242025,NJD,L,L,81,21,67,88,5,18,1.09,15,50,4,34,2,4,0,2,180,11.7,18:57,--,1998-07-30,Stockholm,--,SWE,SWE,70,175,2016,6,162,20172018,N,Regular Season
Justin Brazeau,20242025,"BOS,MIN",R,R,76,11,11,22,-9,18,0.29,7,17,4,5,0,0,0,3,89,12.4,11:52,23.1,1998-02-02,New Liskeard,ON,CAN,CAN,78,232,--,--,--,20232024,N,Regular Season
Skyler Brind'Amour,20242025,CAR,L,C,2,1,0,1,-3,2,0.5,1,1,0,0,0,0,0,0,1,100,16:35,68,1999-07-27,Raleigh,NC,USA,USA,74,195,2017,6,177,20242025,N,Regular Season
Bobby Brink,20242025,PHI,R,R,79,12,29,41,-11,22,0.52,10,37,2,4,0,0,0,2,105,11.4,14:50,29.8,2001-07-08,Minnetonka,MN,USA,USA,68,169,2019,2,34,20212022,N,Regular Season
Guillaume Brisebois,20242025,VAN,L,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,--,15:48,--,1997-07-21,Longueuil,QC,CAN,CAN,74,175,2015,3,66,20182019,N,Regular Season
Brendan Brisson,20242025,VGK,L,C,9,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,7,--,9:52,--,2001-10-22,Los Angeles,CA,USA,USA,72,188,2020,1,29,20232024,N,Regular Season
Philip Broberg,20242025,STL,L,D,68,8,21,29,21,16,0.43,8,27,0,2,0,0,1,2,97,8.2,20:30,--,2001-06-25,Orebro,--,SWE,SWE,76,210,2019,1,8,20212022,N,Regular Season
TJ Brodie,20242025,CHI,L,D,54,2,8,10,-18,18,0.19,2,10,0,0,0,0,0,0,23,8.7,15:38,--,1990-06-07,Chatham,ON,CAN,CAN,74,187,2008,4,114,20102011,N,Regular Season
Jonas Brodin,20242025,MIN,L,D,50,4,16,20,10,18,0.4,4,19,0,0,0,1,0,1,71,5.6,22:57,--,1993-07-12,Karlstad,--,SWE,SWE,74,196,2011,1,10,20122013,N,Regular Season
Jonny Brodzinski,20242025,NYR,R,C,51,12,7,19,6,4,0.37,12,19,0,0,0,0,0,2,73,16.4,11:41,47.6,1993-06-19,Ham Lake,MN,USA,USA,72,206,2013,5,148,20162017,N,Regular Season
Connor Brown,20242025,EDM,R,R,82,13,17,30,9,10,0.37,12,28,0,0,1,2,1,4,123,10.6,14:01,36.4,1994-01-14,Toronto,ON,CAN,CAN,72,184,2012,6,156,20152016,N,Regular Season
Joshua Brown,20242025,EDM,R,D,10,0,1,1,-2,11,0.1,0,1,0,0,0,0,0,0,9,--,12:37,--,1994-01-21,London,ON,CAN,CAN,77,220,2013,6,152,20182019,N,Regular Season
Patrick Brown,20242025,BOS,R,C,15,0,1,1,-2,8,0.07,0,1,0,0,0,0,0,0,11,--,10:34,45.5,1992-05-29,Bloomfield Hills,MI,USA,USA,73,217,--,--,--,20142015,N,Regular Season
Frederic Brunet,20242025,BOS,L,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,2,--,14:23,--,2003-08-21,Gatineau,QC,CAN,CAN,75,200,2022,5,132,20242025,N,Regular Season
Jacob Bryson,20242025,BUF,L,D,48,0,7,7,-9,10,0.15,0,7,0,0,0,0,0,0,20,--,14:24,--,1997-11-18,London,ON,CAN,CAN,69,177,2017,4,99,20202021,N,Regular Season
Hunter Brzustewicz,20242025,CGY,R,D,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,--,18:23,--,2004-11-29,Washington,MI,USA,USA,72,190,2023,3,75,20242025,N,Regular Season
Pavel Buchnevich,20242025,STL,L,L,76,20,37,57,10,23,0.75,18,43,2,12,0,2,0,3,145,13.8,19:02,37.3,1995-04-17,Cherepovets,--,RUS,RUS,73,196,2013,3,75,20162017,N,Regular Season
Michael Bunting,20242025,"PIT,NSH",L,L,76,19,19,38,-19,68,0.5,8,21,11,17,0,0,0,1,155,12.3,15:32,38.5,1995-09-17,Scarborough,ON,CAN,CAN,72,186,2014,4,117,20182019,N,Regular Season
Andre Burakovsky,20242025,SEA,L,L,79,10,27,37,-3,12,0.47,10,29,0,8,0,0,0,1,115,8.7,14:25,50,1995-02-09,Klagenfurt,--,AUT,SWE,75,203,2013,1,23,20142015,N,Regular Season
Callahan Burke,20242025,VGK,R,C,7,1,0,1,2,2,0.14,1,1,0,0,0,0,0,0,12,8.3,10:50,100,1997-03-19,Boxborough,MA,USA,USA,70,183,--,--,--,20222023,N,Regular Season
Brent Burns,20242025,CAR,R,D,82,6,23,29,7,28,0.35,6,26,0,3,0,0,0,0,174,3.4,20:57,--,1985-03-09,Barrie,ON,CAN,CAN,77,228,2003,1,20,20032004,N,Regular Season
Kyle Burroughs,20242025,LAK,R,D,33,0,3,3,3,39,0.09,0,3,0,0,0,0,0,0,6,--,7:49,--,1995-07-12,Vancouver,BC,CAN,CAN,72,193,2013,7,196,20202021,N,Regular Season
Quinton Byfield,20242025,LAK,L,R,81,23,31,54,16,46,0.67,19,46,3,7,1,1,3,4,157,14.6,18:37,44.1,2002-08-19,Newmarket,ON,CAN,CAN,77,230,2020,1,2,20202021,N,Regular Season
Bowen Byram,20242025,BUF,L,D,82,7,31,38,11,46,0.46,7,35,0,2,0,1,0,2,94,7.4,22:42,--,2001-06-13,Cranbrook,BC,CAN,CAN,73,205,2019,1,4,20202021,N,Regular Season
Oskar Bäck,20242025,DAL,L,C,73,4,12,16,1,8,0.22,4,15,0,0,0,1,0,0,44,9.1,11:42,52,2000-03-12,Karlstad,--,SWE,SWE,76,207,2018,3,75,20242025,N,Regular Season
Drake Caggiula,20242025,EDM,L,L,7,0,1,1,0,5,0.14,0,1,0,0,0,0,0,0,6,--,7:18,100,1994-06-20,Pickering,ON,CAN,CAN,70,179,--,--,--,20162017,N,Regular Season
Luca Cagnoni,20242025,SJS,L,D,6,0,2,2,-4,8,0.33,0,1,0,1,0,0,0,0,7,--,17:39,--,2004-12-21,Burnaby,BC,CAN,CAN,69,180,2023,4,123,20242025,N,Regular Season
Michael Callahan,20242025,BOS,L,D,17,1,0,1,-5,7,0.06,1,1,0,0,0,0,0,0,9,11.1,14:09,--,1999-09-23,Franklin,MA,USA,USA,74,195,2018,5,142,20242025,N,Regular Season
Kyle Capobianco,20242025,DAL,L,D,1,0,0,0,-2,4,0,0,0,0,0,0,0,0,0,0,--,11:23,--,1997-08-13,Mississauga,ON,CAN,CAN,75,194,2015,3,63,20172018,N,Regular Season
Michael Carcone,20242025,UTA,L,L,53,7,12,19,-7,36,0.36,7,17,0,2,0,0,0,0,75,9.3,11:26,50,1996-05-19,Ajax,ON,CAN,CAN,69,182,--,--,--,20212022,N,Regular Season
Ethan Cardwell,20242025,SJS,R,R,6,1,0,1,-2,2,0.17,1,1,0,0,0,0,0,0,5,20,11:32,50,2002-08-30,Oshawa,ON,CAN,CAN,71,180,2021,4,121,20242025,N,Regular Season
Declan Carlile,20242025,TBL,L,D,3,1,0,1,2,0,0.33,1,1,0,0,0,0,0,0,3,33.3,13:00,--,2000-05-18,Hartland,MI,USA,USA,75,190,--,--,--,20232024,N,Regular Season
Brandon Carlo,20242025,"BOS,TOR",R,D,83,1,11,12,6,37,0.14,1,12,0,0,0,0,0,0,77,1.3,18:54,--,1996-11-26,Colorado Springs,CO,USA,USA,77,227,2015,2,37,20162017,N,Regular Season
John Carlson,20242025,WSH,R,D,79,5,46,51,17,22,0.65,4,37,1,14,0,0,0,0,167,3,23:34,--,1990-01-10,Natick,MA,USA,USA,75,220,2008,1,27,20092010,N,Regular Season
Leo Carlsson,20242025,ANA,L,C,76,20,25,45,6,14,0.59,15,36,4,7,1,2,2,5,114,17.5,16:14,41.4,2004-12-26,Karlstad,--,SWE,SWE,75,208,2023,1,2,20232024,N,Regular Season
Lucas Carlsson,20242025,SJS,L,D,13,1,3,4,-2,14,0.31,1,4,0,0,0,0,0,1,15,6.7,19:22,--,1997-07-05,Gavle,--,SWE,SWE,72,190,2016,4,110,20192020,N,Regular Season
Sam Carrick,20242025,NYR,R,C,80,6,14,20,5,58,0.25,5,17,0,0,1,3,1,2,84,7.1,11:56,54.2,1992-02-04,Stouffvile,ON,CAN,CAN,72,202,2010,5,144,20142015,N,Regular Season
Alexandre Carrier,20242025,"NSH,MTL",R,D,79,3,22,25,-10,40,0.32,3,24,0,0,0,1,0,0,82,3.7,20:35,--,1996-10-08,Quebec City,QC,CAN,CAN,71,174,2015,4,115,20162017,N,Regular Season
William Carrier,20242025,CAR,L,L,43,4,7,11,0,16,0.26,4,11,0,0,0,0,0,1,48,8.3,11:44,50,1994-12-20,LaSalle,QC,CAN,CAN,74,214,2013,2,57,20162017,N,Regular Season
Seamus Casey,20242025,NJD,R,D,14,4,4,8,3,0,0.57,2,5,2,3,0,0,0,1,12,33.3,12:39,--,2004-01-08,Miami,FL,USA,USA,70,181,2022,2,46,20242025,N,Regular Season
Noah Cates,20242025,PHI,L,L,78,16,21,37,3,14,0.47,15,34,1,3,0,0,0,2,110,14.5,15:53,44.6,1999-02-05,Stillwater,MN,USA,USA,74,194,2017,5,137,20212022,N,Regular Season
Cole Caufield,20242025,MTL,R,R,82,37,33,70,9,14,0.85,27,53,10,17,0,0,1,8,240,15.4,18:05,40,2001-01-02,Mosinee,WI,USA,USA,68,175,2019,1,15,20202021,N,Regular Season
Cody Ceci,20242025,"SJS,DAL",R,D,85,4,20,24,6,24,0.28,4,23,0,0,0,1,0,2,90,4.4,21:13,--,1993-12-21,Ottawa,ON,CAN,CAN,75,210,2012,1,15,20132014,N,Regular Season
